,Neighbors,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,12,50,"[168, 142, 118, 352]",0.6646055163566389,0.7043942225831573,0.7628650607546364,0.732423612061125
1,12,100,"[168, 142, 118, 352]",0.6657857601026299,0.708053209058824,0.7565977403538691,0.7315064755749796
2,12,150,"[167, 143, 118, 352]",0.6654522129570237,0.7078192728302182,0.7562566616926027,0.7312268217108523
3,14,50,"[168, 142, 118, 352]",0.6654778704297627,0.7051541877407492,0.7633340439138776,0.7330609395242985
4,14,100,"[168, 142, 118, 352]",0.6660936497754971,0.7080167961758469,0.7575783415050097,0.7319443315614251
5,14,150,"[168, 142, 118, 352]",0.6657087876844131,0.7082855064419838,0.7557876785333618,0.7312496682841855
6,16,50,"[169, 141, 118, 352]",0.6651186658114175,0.7053766254759634,0.7617139202728629,0.7324419855512657
7,16,100,"[168, 142, 118, 352]",0.6664528543938422,0.7091605089887993,0.7556597740353869,0.7316613091871264
8,16,150,"[168, 142, 118, 352]",0.6657601026298909,0.7085102746345455,0.7553613302067789,0.7311762697983698
