,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,"[202, 108, 155, 315]","[192, 119, 161, 308]","[207, 104, 139, 330]","[216, 95, 147, 322]","[205, 106, 159, 310]","[193, 117, 152, 317]",[2037 1067 1581 3110],[2027 1077 1576 3115],[2016 1088 1577 3114],[2016 1088 1596 3095],[2014 1090 1554 3137]
