,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,"[141, 169, 97, 373]","[172, 139, 127, 342]","[156, 155, 107, 362]","[137, 174, 82, 387]","[169, 142, 110, 359]","[171, 139, 128, 341]",[1541 1563 1077 3614],[1637 1467 1147 3544],[1616 1488 1103 3588],[1572 1532 1097 3594],[1531 1573 1078 3613]
