,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,100,"[203, 107, 160, 310]",0.6549839640795382,0.7428171849074584,0.6526540183329781,0.6948209494376415
1,200,"[203, 107, 160, 310]",0.6551892238614496,0.7431299485750832,0.6526113835003197,0.6949338709768459
2,300,"[203, 107, 160, 310]",0.6551892238614496,0.7430829051237421,0.6526966531656363,0.6949618970967836
3,400,"[203, 107, 160, 310]",0.6551122514432329,0.7430218819320263,0.6526113835003197,0.6948866499856934
4,500,"[204, 106, 160, 310]",0.6548556767158435,0.7428503799045135,0.6522703048390535,0.6946182565860844
5,800,"[204, 106, 160, 310]",0.655060936497755,0.7430679102741686,0.6523982093370283,0.694785931431332
6,1000,"[204, 106, 160, 310]",0.6550096215522772,0.7430427544498853,0.6523129396717118,0.6947266072001731
