,Estimators,Learning Rate,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,50,0.5,"[164, 146, 98, 372]",0.6888774855676717,0.7145244093985481,0.8043913877638029,0.756798844714003
1,50,0.75,"[164, 146, 104, 366]",0.689544579858884,0.7158324653852464,0.8028138989554465,0.7568310771877172
2,50,1.0,"[163, 147, 101, 369]",0.6899294419499679,0.7172149249519981,0.8002984438286079,0.7564817336765898
3,100,0.5,"[164, 146, 106, 364]",0.6900320718409237,0.7164820648819628,0.8024728202941803,0.7570423414003511
4,100,0.75,"[168, 142, 111, 359]",0.6903912764592688,0.7174954206558887,0.8008526966531656,0.756883676585059
5,100,1.0,"[169, 141, 109, 361]",0.690339961513791,0.7178227564640316,0.7998720955020252,0.7566289070301015
6,150,0.5,"[167, 143, 101, 369]",0.6910583707504812,0.718009870653519,0.8013643146450651,0.7573993566344959
7,150,0.75,"[167, 143, 110, 360]",0.6911096856959589,0.7185644836748912,0.8000852696653166,0.7571349576787123
8,150,1.0,"[176, 134, 107, 363]",0.6905708787684413,0.7189271962057651,0.7976977190364527,0.7562643706258088
