,Neighbors,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,12,50,"[152, 158, 108, 362]",0.6734830019243104,0.7095552686926658,0.7745043700703474,0.7405959660087723
1,12,100,"[156, 154, 107, 363]",0.6737652341244388,0.7093765044531406,0.7757407802174375,0.7410634657567827
2,12,150,"[158, 152, 106, 364]",0.6738678640153944,0.7097128763966055,0.7751438925602218,0.7409785113826118
3,14,50,"[152, 158, 104, 366]",0.6742270686337395,0.709283028933179,0.777318269025794,0.7417284695328329
4,14,100,"[155, 155, 106, 364]",0.6749967928159076,0.7098935367839359,0.7778725218503517,0.7423190534023348
5,14,150,"[158, 152, 104, 366]",0.6745862732520846,0.7095951250266259,0.7774888083564272,0.7419805622098956
6,16,50,"[156, 154, 103, 367]",0.6738935214881334,0.7086799214090511,0.7779577915156682,0.7416931405951264
7,16,100,"[156, 154, 104, 366]",0.674432328415651,0.7089302406813079,0.7788104881688339,0.7422183215484622
8,16,150,"[157, 153, 105, 365]",0.6743040410519564,0.7086982188701135,0.7790662971647837,0.7422088159293049
