,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,300,5,50,"[139, 171, 80, 390]",0.683258499,0.693542199,0.848688979,0.763311094
1,300,10,50,"[156, 154, 92, 378]",0.696112893,0.718147622,0.814836922,0.76344206
2,300,15,50,"[154, 156, 98, 372]",0.69452213,0.718957219,0.808399062,0.761058196
3,500,5,50,"[139, 171, 79, 391]",0.68348942,0.69371892,0.84881688,0.76347004
4,500,10,50,"[155, 155, 92, 378]",0.69608724,0.71807181,0.81496483,0.7634554
5,500,15,50,"[155, 155, 98, 372]",0.69485568,0.71901254,0.80916649,0.76142946
