,Neighbors,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,5,"[154, 156, 126, 344]",0.6463630532392559,0.6941823178008709,0.7371136218290342,0.7149936983298424
1,10,"[179, 131, 151, 319]",0.6545477870429763,0.719243266122988,0.6987422724365808,0.7088309350544678
2,12,"[179, 131, 135, 335]",0.6588325849903784,0.7184352583033304,0.712257514389256,0.7153255774428305
3,14,"[170, 140, 135, 335]",0.6613470173187941,0.7166266465090294,0.723299936047751,0.7199413917525853
4,16,"[175, 135, 134, 336]",0.6621167415009621,0.7144522671933304,0.730547857599659,0.7224043037639833
5,20,"[170, 140, 129, 341]",0.6653752405388069,0.713014527516067,0.7430824984011937,0.7277309379287352
