,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,100,"[203, 107, 160, 310]","[198, 113, 161, 308]","[207, 104, 148, 321]","[219, 92, 148, 321]","[207, 104, 166, 303]","[197, 113, 167, 302]",[2047 1057 1623 3068],[2041 1063 1623 3068],[2042 1062 1617 3074],[2042 1062 1634 3057],[2048 1056 1650 3041]
1,200,"[203, 107, 160, 310]","[198, 113, 161, 308]","[207, 104, 148, 321]","[218, 93, 148, 321]","[207, 104, 166, 303]","[197, 113, 168, 301]",[2046 1058 1625 3066],[2043 1061 1627 3064],[2042 1062 1617 3074],[2049 1055 1632 3059],[2049 1055 1647 3044]
2,300,"[203, 107, 160, 310]","[198, 113, 161, 308]","[207, 104, 148, 321]","[218, 93, 148, 321]","[207, 104, 166, 303]","[197, 113, 168, 301]",[2047 1057 1625 3066],[2042 1062 1628 3063],[2041 1063 1617 3074],[2050 1054 1631 3060],[2047 1057 1645 3046]
3,400,"[203, 107, 160, 310]","[198, 113, 161, 308]","[207, 104, 148, 321]","[218, 93, 148, 321]","[207, 104, 167, 302]","[197, 113, 168, 301]",[2046 1058 1626 3065],[2043 1061 1625 3066],[2040 1064 1618 3073],[2050 1054 1632 3059],[2047 1057 1647 3044]
4,500,"[204, 106, 160, 310]","[198, 113, 161, 308]","[207, 104, 148, 321]","[218, 93, 148, 321]","[207, 104, 167, 302]","[197, 113, 168, 301]",[2046 1058 1627 3064],[2041 1063 1629 3062],[2039 1065 1620 3071],[2050 1054 1632 3059],[2048 1056 1648 3043]
5,800,"[204, 106, 160, 310]","[198, 113, 161, 308]","[207, 104, 148, 321]","[218, 93, 148, 321]","[207, 104, 167, 302]","[197, 113, 168, 301]",[2046 1058 1626 3065],[2044 1060 1627 3064],[2040 1064 1620 3071],[2051 1053 1632 3059],[2048 1056 1648 3043]
6,1000,"[204, 106, 160, 310]","[198, 113, 161, 308]","[207, 104, 148, 321]","[218, 93, 148, 321]","[207, 104, 167, 302]","[197, 113, 168, 301]",[2046 1058 1626 3065],[2045 1059 1627 3064],[2040 1064 1621 3070],[2050 1054 1632 3059],[2048 1056 1649 3042]
