,Alpha,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[201, 109, 145, 325]","[169, 142, 126, 343]","[233, 78, 190, 279]","[92, 219, 37, 432]","[164, 147, 106, 363]","[165, 145, 136, 333]",[1691 1413 1168 3523],[1441 1663  944 3747],[1592 1512 1086 3605],[1569 1535 1055 3636],[1587 1517 1118 3573]
1,0.0005,"[176, 134, 125, 345]","[157, 154, 105, 364]","[175, 136, 92, 377]","[136, 175, 64, 405]","[168, 143, 93, 376]","[133, 177, 88, 381]",[1564 1540  913 3778],[1554 1550  914 3777],[1603 1501  963 3728],[1568 1536  942 3749],[1679 1425 1051 3640]
2,0.0008,"[145, 165, 82, 388]","[153, 158, 101, 368]","[195, 116, 114, 355]","[170, 141, 84, 385]","[139, 172, 72, 397]","[134, 176, 87, 382]",[1550 1554  884 3807],[1700 1404 1061 3630],[1549 1555  939 3752],[1584 1520  929 3762],[1619 1485  957 3734]
3,0.001,"[152, 158, 92, 378]","[138, 173, 85, 384]","[187, 124, 106, 363]","[151, 160, 71, 398]","[140, 171, 75, 394]","[110, 200, 54, 415]",[1499 1605  831 3860],[1625 1479  976 3715],[1623 1481  976 3715],[1613 1491  945 3746],[1667 1437 1013 3678]
4,0.002,"[149, 161, 84, 386]","[142, 169, 94, 375]","[161, 150, 83, 386]","[124, 187, 60, 409]","[166, 145, 104, 365]","[134, 176, 75, 394]",[1476 1628  820 3871],[1551 1553  918 3773],[1586 1518  949 3742],[1603 1501  935 3756],[1612 1492  961 3730]
5,0.003,"[169, 141, 100, 370]","[145, 166, 101, 368]","[180, 131, 92, 377]","[123, 188, 55, 414]","[154, 157, 89, 380]","[141, 169, 82, 387]",[1512 1592  856 3835],[1538 1566  905 3786],[1582 1522  918 3773],[1612 1492  960 3731],[1535 1569  884 3807]
6,0.004,"[166, 144, 101, 369]","[140, 171, 88, 381]","[168, 143, 93, 376]","[131, 180, 58, 411]","[146, 165, 87, 382]","[142, 168, 83, 386]",[1532 1572  874 3817],[1496 1608  872 3819],[1536 1568  879 3812],[1569 1535  917 3774],[1536 1568  874 3817]
7,0.005,"[160, 150, 93, 377]","[147, 164, 99, 370]","[162, 149, 89, 380]","[170, 141, 85, 384]","[147, 164, 84, 385]","[127, 183, 79, 390]",[1532 1572  888 3803],[1510 1594  877 3814],[1509 1595  859 3832],[1533 1571  897 3794],[1539 1565  879 3812]
8,0.01,"[140, 170, 86, 384]","[127, 184, 84, 385]","[137, 174, 77, 392]","[140, 171, 69, 400]","[136, 175, 81, 388]","[131, 179, 93, 376]",[1332 1772  805 3886],[1369 1735  800 3891],[1380 1724  810 3881],[1362 1742  824 3867],[1365 1739  811 3880]
