,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,300,5,50,"[156, 154, 89, 381]",0.6840795381654907,0.7058223068478264,0.8145384779364739,0.7562890240862553
1,300,10,50,"[160, 150, 102, 368]",0.6856189865298268,0.7162857249960578,0.7908761458111278,0.7517292579617189
2,300,15,50,"[159, 151, 112, 358]",0.6729441949967928,0.71096859453952,0.7692602856533789,0.7389627996305438
3,500,5,50,"[156, 154, 89, 381]",0.6840538806927519,0.7058263106126177,0.8144532082711574,0.7562544318064213
4,500,10,50,"[160, 150, 100, 370]",0.6857985888389995,0.7163453954016894,0.791217224472394,0.7519165848341195
5,500,15,50,"[159, 151, 111, 359]",0.672867222578576,0.7108010685012964,0.7694734598166703,0.7389706310728188
