,Alpha,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[117, 193, 65, 405]","[171, 140, 128, 341]","[202, 109, 117, 352]","[158, 153, 86, 383]","[187, 124, 129, 340]","[182, 128, 135, 334]",[1677 1427 1101 3590],[1402 1702  889 3802],[1481 1623  983 3708],[1557 1547 1024 3667],[1426 1678  924 3767]
1,0.0005,"[143, 167, 90, 380]","[143, 168, 86, 383]","[173, 138, 89, 380]","[140, 171, 91, 378]","[140, 171, 74, 395]","[145, 165, 84, 385]",[1513 1591  882 3809],[1491 1613  899 3792],[1501 1603  963 3728],[1528 1576  937 3754],[1595 1509 1004 3687]
2,0.0008,"[140, 170, 85, 385]","[172, 139, 121, 348]","[181, 130, 94, 375]","[137, 174, 88, 381]","[165, 146, 97, 372]","[125, 185, 75, 394]",[1523 1581  922 3769],[1539 1565  928 3763],[1521 1583  954 3737],[1598 1506  987 3704],[1642 1462 1061 3630]
3,0.001,"[141, 169, 86, 384]","[154, 157, 98, 371]","[164, 147, 87, 382]","[121, 190, 64, 405]","[165, 146, 99, 370]","[133, 177, 79, 390]",[1485 1619  875 3816],[1574 1530  937 3754],[1479 1625  898 3793],[1585 1519  990 3701],[1614 1490 1022 3669]
4,0.002,"[153, 157, 95, 375]","[167, 144, 101, 368]","[181, 130, 95, 374]","[126, 185, 67, 402]","[166, 145, 100, 369]","[137, 173, 86, 383]",[1541 1563  908 3783],[1547 1557  946 3745],[1507 1597  913 3778],[1544 1560  928 3763],[1554 1550  947 3744]
5,0.003,"[160, 150, 98, 372]","[166, 145, 100, 369]","[178, 133, 90, 379]","[145, 166, 84, 385]","[155, 156, 88, 381]","[140, 170, 84, 385]",[1581 1523  933 3758],[1573 1531  924 3767],[1483 1621  916 3775],[1583 1521  940 3751],[1507 1597  918 3773]
6,0.004,"[161, 149, 98, 372]","[159, 152, 97, 372]","[173, 138, 89, 380]","[167, 144, 97, 372]","[156, 155, 91, 378]","[139, 171, 81, 388]",[1558 1546  912 3779],[1471 1633  868 3823],[1466 1638  887 3804],[1541 1563  901 3790],[1522 1582  925 3766]
7,0.005,"[158, 152, 97, 373]","[147, 164, 93, 376]","[169, 142, 88, 381]","[154, 157, 77, 392]","[154, 157, 94, 375]","[135, 175, 84, 385]",[1486 1618  860 3831],[1468 1636  864 3827],[1448 1656  886 3805],[1530 1574  934 3757],[1510 1594  908 3783]
8,0.01,"[137, 173, 82, 388]","[118, 193, 72, 397]","[151, 160, 86, 383]","[137, 174, 67, 402]","[145, 166, 89, 380]","[130, 180, 92, 377]",[1342 1762  804 3887],[1318 1786  760 3931],[1351 1753  778 3913],[1384 1720  850 3841],[1292 1812  777 3914]
