,Alpha,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[131, 179, 79, 391]","[163, 148, 117, 352]","[166, 145, 121, 348]","[206, 105, 147, 322]","[157, 154, 99, 370]","[167, 143, 117, 352]",[1659 1445 1124 3567],[1550 1554 1096 3595],[1488 1616  984 3707],[1488 1616  942 3749],[1563 1541 1042 3649]
1,0.0005,"[174, 136, 121, 349]","[138, 173, 75, 394]","[177, 134, 92, 377]","[141, 170, 66, 403]","[143, 168, 77, 392]","[132, 178, 86, 383]",[1535 1569  866 3825],[1676 1428 1039 3652],[1517 1587  881 3810],[1603 1501  968 3723],[1755 1349 1111 3580]
2,0.0008,"[144, 166, 83, 387]","[152, 159, 92, 377]","[191, 120, 97, 372]","[170, 141, 86, 383]","[138, 173, 74, 395]","[156, 154, 101, 368]",[1589 1515  883 3808],[1627 1477  971 3720],[1476 1628  894 3797],[1564 1540  901 3790],[1719 1385 1061 3630]
3,0.001,"[140, 170, 78, 392]","[157, 154, 94, 375]","[177, 134, 97, 372]","[169, 142, 85, 384]","[138, 173, 72, 397]","[138, 172, 88, 381]",[1552 1552  861 3830],[1656 1448  980 3711],[1546 1558  930 3761],[1678 1426  984 3707],[1680 1424 1015 3676]
4,0.002,"[154, 156, 95, 375]","[140, 171, 87, 382]","[159, 152, 83, 386]","[126, 185, 51, 418]","[139, 172, 72, 397]","[128, 182, 76, 393]",[1464 1640  813 3878],[1538 1566  896 3795],[1567 1537  923 3768],[1610 1494  932 3759],[1621 1483  970 3721]
5,0.003,"[162, 148, 101, 369]","[142, 169, 93, 376]","[179, 132, 92, 377]","[121, 190, 55, 414]","[150, 161, 92, 377]","[137, 173, 84, 385]",[1500 1604  874 3817],[1531 1573  916 3775],[1555 1549  925 3766],[1615 1489  957 3734],[1600 1504  935 3756]
6,0.004,"[165, 145, 97, 373]","[151, 160, 96, 373]","[172, 139, 89, 380]","[122, 189, 55, 414]","[155, 156, 73, 396]","[129, 181, 74, 395]",[1519 1585  851 3840],[1482 1622  858 3833],[1535 1569  898 3793],[1553 1551  895 3796],[1542 1562  884 3807]
7,0.005,"[155, 155, 91, 379]","[147, 164, 92, 377]","[154, 157, 80, 389]","[156, 155, 74, 395]","[149, 162, 79, 390]","[128, 182, 78, 391]",[1495 1609  844 3847],[1458 1646  839 3852],[1483 1621  869 3822],[1537 1567  895 3796],[1550 1554  889 3802]
8,0.01,"[132, 178, 84, 386]","[122, 189, 76, 393]","[137, 174, 76, 393]","[139, 172, 69, 400]","[135, 176, 74, 395]","[127, 183, 80, 389]",[1317 1787  772 3919],[1333 1771  796 3895],[1371 1733  806 3885],[1354 1750  822 3869],[1384 1720  782 3909]
