,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,"[202, 108, 164, 306]","[197, 114, 161, 308]","[204, 107, 146, 323]","[217, 94, 145, 324]","[207, 104, 169, 300]","[196, 114, 164, 305]",[2048 1056 1633 3058],[2044 1060 1639 3052],[2050 1054 1644 3047],[2050 1054 1648 3043],[2048 1056 1637 3054]
