,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,100,"[141, 169, 97, 373]",0.6629377806286081,0.7015562673709826,0.7657215945427415,0.732208602591718
1,200,"[141, 169, 97, 373]",0.6630660679923028,0.7016916375175881,0.7657215945427415,0.7322832020457446
2,300,"[141, 169, 97, 373]",0.6630404105195639,0.7016643311440999,0.7657215945427415,0.732268291270036
3,400,"[141, 169, 97, 373]",0.6630147530468249,0.7017153501755212,0.76550842037945,0.73219884864015
4,500,"[141, 169, 97, 373]",0.6630404105195639,0.7017270544625791,0.7655510552121083,0.7322245403823098
5,800,"[141, 169, 97, 373]",0.6630404105195639,0.7017270544625791,0.7655510552121083,0.7322245403823098
6,1000,"[141, 169, 97, 373]",0.6630660679923028,0.70173874242493,0.7655936900447665,0.732250683055482
