,Estimators,Learning Rate,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,50,0.5,"[165, 145, 116, 354]","[140, 171, 89, 380]","[174, 137, 121, 348]","[152, 159, 96, 373]","[160, 151, 89, 380]","[157, 153, 100, 369]",[1607 1497 1073 3618],[1540 1564  995 3696],[1615 1489 1076 3615],[1593 1511 1063 3628],[1565 1539 1056 3635]
1,50,0.75,"[165, 145, 116, 354]","[138, 173, 88, 381]","[174, 137, 119, 350]","[150, 161, 94, 375]","[160, 151, 89, 380]","[159, 151, 99, 370]",[1598 1506 1064 3627],[1578 1526 1023 3668],[1610 1494 1069 3622],[1526 1578 1016 3675],[1564 1540 1056 3635]
2,50,1.0,"[165, 145, 116, 354]","[140, 171, 88, 381]","[174, 137, 119, 350]","[148, 163, 93, 376]","[161, 150, 89, 380]","[159, 151, 100, 369]",[1594 1510 1061 3630],[1538 1566  999 3692],[1608 1496 1070 3621],[1527 1577 1016 3675],[1531 1573 1036 3655]
3,100,0.5,"[165, 145, 116, 354]","[126, 185, 81, 388]","[174, 137, 119, 350]","[148, 163, 93, 376]","[161, 150, 89, 380]","[159, 151, 99, 370]",[1585 1519 1056 3635],[1535 1569  996 3695],[1597 1507 1069 3622],[1589 1515 1064 3627],[1564 1540 1056 3635]
4,100,0.75,"[165, 145, 116, 354]","[137, 174, 88, 381]","[174, 137, 119, 350]","[148, 163, 93, 376]","[161, 150, 89, 380]","[159, 151, 99, 370]",[1596 1508 1062 3629],[1561 1543 1015 3676],[1606 1498 1072 3619],[1584 1520 1057 3634],[1616 1488 1099 3592]
5,100,1.0,"[165, 145, 116, 354]","[136, 175, 88, 381]","[174, 137, 119, 350]","[148, 163, 93, 376]","[161, 150, 89, 380]","[159, 151, 100, 369]",[1595 1509 1063 3628],[1552 1552 1009 3682],[1602 1502 1071 3620],[1586 1518 1051 3640],[1534 1570 1037 3654]
6,150,0.5,"[165, 145, 116, 354]","[137, 174, 88, 381]","[174, 137, 119, 350]","[148, 163, 93, 376]","[161, 150, 89, 380]","[159, 151, 99, 370]",[1596 1508 1062 3629],[1561 1543 1014 3677],[1607 1497 1073 3618],[1583 1521 1057 3634],[1551 1553 1049 3642]
7,150,0.75,"[165, 145, 116, 354]","[136, 175, 88, 381]","[174, 137, 119, 350]","[148, 163, 93, 376]","[161, 150, 89, 380]","[159, 151, 100, 369]",[1595 1509 1063 3628],[1552 1552 1009 3682],[1602 1502 1071 3620],[1580 1524 1052 3639],[1616 1488 1099 3592]
8,150,1.0,"[165, 145, 116, 354]","[136, 175, 88, 381]","[174, 137, 119, 350]","[148, 163, 93, 376]","[161, 150, 89, 380]","[159, 151, 100, 369]",[1595 1509 1063 3628],[1561 1543 1015 3676],[1604 1500 1073 3618],[1584 1520 1049 3642],[1616 1488 1100 3591]
