,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,100,"[203, 107, 155, 315]",0.6591404746632457,0.7420093386727215,0.6647196759752718,0.7012382235638175
1,200,"[202, 108, 155, 315]",0.6589352148813343,0.7418852002757251,0.6644212321466638,0.7010163756951853
2,300,"[202, 108, 155, 315]",0.6592174470814626,0.7422743978944834,0.6644212321466638,0.7011904533910309
3,400,"[202, 108, 155, 315]",0.6590891597177678,0.7421206005061945,0.6643785973140055,0.7010977983393238
4,500,"[202, 108, 155, 315]",0.659012187299551,0.7421293856918663,0.6641654231507141,0.7009829340351309
5,800,"[203, 107, 155, 315]",0.6591148171905068,0.7422254326199058,0.6642506928160307,0.701073640923086
6,1000,"[202, 108, 155, 315]",0.6590635022450289,0.7421320980967068,0.664293327648689,0.7010555513994652
