,Estimators,Learning Rate,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,25,0.1,"[131, 179, 74, 396]",0.6697883258499038,0.6859961446543152,0.8322319334896611,0.7520708418611318
1,25,0.2,"[155, 155, 91, 379]",0.6774599101988455,0.7030748274338656,0.8032828821146877,0.7498452086046553
2,25,0.3,"[161, 149, 94, 376]",0.6803848620910841,0.7081387116214882,0.7976550842037945,0.7502355626788881
3,25,0.4,"[161, 149, 94, 376]",0.6822835150737652,0.710611476878861,0.7963760392240461,0.7510506299421913
4,25,0.5,"[6, 304, 3, 467]",0.6251956382296344,0.6210576619473128,0.9681091451716053,0.7566244985580435
5,50,0.1,"[155, 155, 90, 380]",0.67758819756254,0.7029941491337789,0.8038797697719037,0.7500591518851254
6,50,0.2,"[161, 149, 94, 376]",0.6822835150737652,0.71056327621684,0.7965039437220209,0.7510802779830127
7,50,0.3,"[164, 146, 94, 376]",0.6832328415651058,0.7122109303709057,0.7947985504156897,0.7512399390678061
8,50,0.4,"[168, 142, 92, 378]",0.6842847979474022,0.7133146784722513,0.7948411852483479,0.7518724866399895
9,50,0.5,"[298, 12, 358, 112]",0.5899679281590763,0.8085734168231736,0.41863142187166913,0.5508190033437117
10,75,0.1,"[161, 149, 94, 376]",0.6802565747273894,0.7079414884487752,0.7978256235344277,0.7502001333492938
11,75,0.2,"[164, 146, 94, 376]",0.6832841565105837,0.7122494520856562,0.7948411852483479,0.7512803148008093
12,75,0.3,"[168, 142, 94, 376]",0.6840538806927519,0.7132140872952368,0.7944574717544233,0.7516451219350805
13,75,0.4,"[168, 142, 95, 375]",0.6846953175112251,0.7137806837052938,0.7947559155830314,0.7520936237180422
14,75,0.5,"[18, 292, 3, 467]",0.6307119948685054,0.62556814716958,0.9629076955872948,0.7583466665151887
