,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[152, 158, 108, 362]","[147, 164, 109, 360]","[174, 137, 103, 366]","[177, 134, 95, 374]","[168, 143, 101, 368]","[160, 150, 103, 366]",[1644 1460 1053 3638],[1561 1543 1035 3656],[1604 1500 1094 3597],[1615 1489 1050 3641],[1659 1445 1057 3634]
1,12,100,"[156, 154, 107, 363]","[150, 161, 107, 362]","[174, 137, 106, 363]","[174, 137, 99, 370]","[166, 145, 104, 365]","[159, 151, 100, 369]",[1641 1463 1054 3637],[1569 1535 1028 3663],[1601 1503 1098 3593],[1601 1503 1033 3658],[1653 1451 1047 3644]
2,12,150,"[158, 152, 106, 364]","[153, 158, 107, 362]","[173, 138, 106, 363]","[175, 136, 97, 372]","[166, 145, 105, 364]","[159, 151, 101, 368]",[1646 1458 1057 3634],[1577 1527 1035 3656],[1594 1510 1096 3595],[1613 1491 1041 3650],[1653 1451 1045 3646]
3,14,50,"[152, 158, 104, 366]","[153, 158, 106, 363]","[174, 137, 101, 368]","[176, 135, 90, 379]","[171, 140, 102, 367]","[159, 151, 103, 366]",[1648 1456 1042 3649],[1555 1549 1017 3674],[1597 1507 1086 3605],[1595 1509 1035 3656],[1651 1453 1043 3648]
4,14,100,"[155, 155, 106, 364]","[150, 161, 103, 366]","[175, 136, 102, 367]","[175, 136, 92, 377]","[171, 140, 100, 369]","[160, 150, 100, 369]",[1653 1451 1035 3656],[1564 1540 1018 3673],[1590 1514 1082 3609],[1605 1499 1039 3652],[1651 1453 1036 3655]
5,14,150,"[158, 152, 104, 366]","[149, 162, 102, 367]","[172, 139, 104, 365]","[175, 136, 94, 375]","[170, 141, 106, 363]","[160, 150, 100, 369]",[1648 1456 1043 3648],[1563 1541 1017 3674],[1591 1513 1087 3604],[1607 1497 1037 3654],[1647 1457 1035 3656]
6,16,50,"[156, 154, 103, 367]","[150, 161, 100, 369]","[175, 136, 98, 371]","[173, 138, 95, 374]","[172, 139, 103, 366]","[162, 148, 103, 366]",[1650 1454 1035 3656],[1549 1555 1024 3667],[1599 1505 1071 3620],[1590 1514 1038 3653],[1630 1474 1040 3651]
7,16,100,"[156, 154, 104, 366]","[148, 163, 100, 369]","[170, 141, 98, 371]","[174, 137, 94, 375]","[171, 140, 106, 363]","[162, 148, 104, 365]",[1642 1462 1034 3657],[1551 1553 1019 3672],[1589 1515 1073 3618],[1597 1507 1030 3661],[1640 1464 1032 3659]
8,16,150,"[157, 153, 105, 365]","[151, 160, 101, 368]","[170, 141, 98, 371]","[173, 138, 94, 375]","[170, 141, 105, 364]","[161, 149, 101, 368]",[1644 1460 1033 3658],[1547 1557 1025 3666],[1586 1518 1062 3629],[1596 1508 1033 3658],[1635 1469 1029 3662]
