,Alpha,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,"[201, 109, 145, 325]",0.6661706221937138,0.7031946596990301,0.7710083137923683,0.7353793456690186
1,0.0005,"[176, 134, 125, 345]",0.6835150737652341,0.7120835065071252,0.7960775953954381,0.751677501824537
2,0.0008,"[145, 165, 82, 388]",0.6847209749839641,0.7131817931796116,0.7966318482199958,0.7525120189523882
3,0.001,"[152, 158, 92, 378]",0.6861064785118666,0.7141781839552539,0.797868258367086,0.7536127757543184
4,0.002,"[149, 161, 84, 386]",0.6850545221295702,0.7105052466345366,0.8046045619270945,0.7545685737107788
5,0.003,"[169, 141, 100, 370]",0.6853367543296984,0.7098195570902164,0.8071626518865912,0.7553352825614723
6,0.004,"[166, 144, 101, 369]",0.6852597819114817,0.7080475398429804,0.8117245789810275,0.7563401168149746
7,0.005,"[160, 150, 93, 377]",0.6844900577293137,0.7070014294555094,0.81240673630356,0.756044458273282
8,0.01,"[140, 170, 86, 384]",0.6725593329057088,0.6901570051305118,0.8273289277339586,0.7525411149900179
