,Estimators,Learning Rate,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,50,0.5,"[165, 145, 101, 369]","[154, 157, 96, 373]","[171, 140, 96, 373]","[156, 155, 76, 393]","[168, 143, 101, 368]","[156, 154, 97, 372]",[1607 1497  945 3746],[1599 1505  940 3751],[1604 1500  958 3733],[1607 1497  952 3739],[1609 1495  948 3743]
1,50,0.75,"[165, 145, 101, 369]","[152, 159, 95, 374]","[174, 137, 97, 372]","[158, 153, 78, 391]","[168, 143, 100, 369]","[158, 152, 98, 371]",[1610 1494  949 3742],[1605 1499  954 3737],[1605 1499  961 3730],[1607 1497  962 3729],[1612 1492  948 3743]
2,50,1.0,"[166, 144, 102, 368]","[149, 162, 92, 377]","[171, 140, 98, 371]","[156, 155, 79, 390]","[171, 140, 103, 366]","[159, 151, 100, 369]",[1610 1494  959 3732],[1617 1487  968 3723],[1631 1473  975 3716],[1614 1490  965 3726],[1619 1485  964 3727]
3,100,0.5,"[166, 144, 102, 368]","[155, 156, 93, 376]","[170, 141, 98, 371]","[158, 153, 78, 391]","[169, 142, 100, 369]","[157, 153, 100, 369]",[1616 1488  956 3735],[1612 1492  950 3741],[1606 1498  967 3724],[1605 1499  962 3729],[1620 1484  952 3739]
4,100,0.75,"[167, 143, 102, 368]","[156, 155, 92, 377]","[172, 139, 99, 370]","[159, 152, 78, 391]","[170, 141, 101, 368]","[162, 148, 97, 372]",[1625 1479  952 3739],[1613 1491  956 3735],[1608 1496  965 3726],[1614 1490  962 3729],[1621 1483  962 3729]
5,100,1.0,"[164, 146, 99, 371]","[157, 154, 92, 377]","[178, 133, 100, 369]","[159, 152, 78, 391]","[170, 141, 104, 365]","[160, 150, 95, 374]",[1632 1472  957 3734],[1608 1496  961 3730],[1614 1490  978 3713],[1624 1480  972 3719],[1627 1477  976 3715]
6,150,0.5,"[166, 144, 102, 368]","[157, 154, 92, 377]","[174, 137, 97, 372]","[158, 153, 78, 391]","[169, 142, 101, 368]","[160, 150, 98, 371]",[1625 1479  954 3737],[1606 1498  956 3735],[1610 1494  967 3724],[1619 1485  961 3730],[1625 1479  963 3728]
7,150,0.75,"[164, 146, 99, 371]","[157, 154, 92, 377]","[176, 135, 98, 371]","[159, 152, 78, 391]","[167, 144, 103, 366]","[160, 150, 95, 374]",[1624 1480  955 3736],[1611 1493  964 3727],[1620 1484  971 3720],[1619 1485  960 3731],[1624 1480  968 3723]
8,150,1.0,"[164, 146, 99, 371]","[156, 155, 92, 377]","[175, 136, 100, 369]","[158, 153, 79, 390]","[168, 143, 105, 364]","[160, 150, 95, 374]",[1621 1483  958 3733],[1612 1492  972 3719],[1616 1488  977 3714],[1625 1479  977 3714],[1628 1476  973 3718]
