,Max_depth,N_estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,3,50,"[166, 144, 102, 368]",0.6880821039127645,0.713090355600176,0.8059688765721594,0.7566893698320649
1,3,75,"[166, 144, 103, 367]",0.689108402822322,0.7156340543897137,0.802131741632914,0.7564169128677622
2,3,100,"[168, 142, 105, 365]",0.6927774214239897,0.7192306654228574,0.8029418034534215,0.758782588084741
3,3,125,"[165, 145, 104, 366]",0.6942912123155869,0.721280115957513,0.8018759326369643,0.759444415430449
4,3,150,"[160, 150, 107, 363]",0.6935984605516357,0.7211426156860744,0.8003410786612661,0.758679736995991
5,4,50,"[164, 146, 105, 365]",0.6886465683130212,0.7162461080258253,0.7992752078448093,0.7554854721208516
6,4,75,"[160, 150, 106, 364]",0.6900064143681848,0.7182503187023253,0.797868258367086,0.7559675394028537
7,4,100,"[162, 148, 108, 362]",0.6919820397690828,0.7205513882827888,0.7974419100405031,0.7570478961506366
8,4,125,"[163, 147, 105, 365]",0.6917511225144324,0.7208294384844427,0.7961202302280963,0.7566049488137458
9,4,150,"[161, 149, 105, 365]",0.6920333547145606,0.7217678192614492,0.7945427414197399,0.7564082446515629
10,5,50,"[161, 149, 104, 366]",0.6880821039127647,0.7180936322742477,0.7930078874440417,0.7536926720650043
11,5,75,"[163, 147, 106, 364]",0.6905708787684413,0.7202803902482325,0.7942869324237901,0.7554744211963801
12,5,100,"[162, 148, 101, 369]",0.6908531109685696,0.7210144647626201,0.7932210616073332,0.7553949467331571
13,5,125,"[164, 146, 105, 365]",0.6905452212957023,0.7209349881235703,0.792581539117459,0.7550621526228534
14,5,150,"[163, 147, 105, 365]",0.6904682488774855,0.7215554677664322,0.7908335109784693,0.7546074468271877
15,6,50,"[166, 144, 105, 365]",0.6870044900577293,0.719138397871253,0.7874227243658068,0.7517323457773548
16,6,75,"[164, 146, 108, 362]",0.687132777421424,0.7190603422768846,0.7879769771903645,0.7519423140663857
17,6,100,"[164, 146, 110, 360]",0.6880051314945478,0.7204773360705927,0.786825836708591,0.7521905686213518
18,6,125,"[164, 146, 110, 360]",0.6876715843489416,0.7208743048822768,0.7849499040716266,0.7515455350359426
19,6,150,"[166, 144, 111, 359]",0.6866196279666452,0.7202495616914912,0.7836282242592197,0.7506010323578148
20,7,50,"[168, 142, 112, 358]",0.6845926876202695,0.7182055526891119,0.783201875932637,0.7492944045557295
21,7,75,"[169, 141, 112, 358]",0.6857985888389994,0.719519806492358,0.7832018759326369,0.7500109922842857
22,7,100,"[169, 141, 113, 357]",0.6882360487491983,0.7215779887138084,0.784736729908335,0.7518326261907355
23,7,125,"[168, 142, 117, 353]",0.6868762026940347,0.7209803364164754,0.7825197186101044,0.7504900735783246
24,7,150,"[169, 141, 116, 354]",0.6856703014753046,0.7206039892248635,0.780174802813899,0.7492062997988145
