,Max_depth,N_estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,3,50,"[163, 147, 96, 374]",0.6851828094932648,0.7126850355298922,0.7989767640162013,0.7533647475089574
1,3,75,"[166, 144, 100, 370]",0.6870558050032072,0.7152251560443472,0.7975271797058197,0.7541363942263228
2,3,100,"[170, 140, 108, 362]",0.6883643361128928,0.717489751886609,0.7953101684075892,0.7543974095694829
3,3,125,"[169, 141, 109, 361]",0.6890827453495831,0.7189550485812267,0.7935621402685995,0.754417657628896
4,3,150,"[173, 137, 110, 360]",0.6896728672225786,0.7197298086524573,0.7932210616073332,0.7546889769282977
5,4,50,"[173, 137, 107, 363]",0.6852084669660038,0.7152491985718843,0.7923683649541676,0.751835850780006
6,4,75,"[173, 137, 105, 365]",0.6872354073123798,0.7171440669025186,0.7930931571093585,0.7532084231683319
7,4,100,"[172, 138, 108, 362]",0.6895189223861449,0.7193241921618876,0.7938179492645492,0.7547360547456702
8,4,125,"[170, 140, 109, 361]",0.6894419499679282,0.719650419911535,0.7927947132807504,0.7544509229359303
9,4,150,"[169, 141, 108, 362]",0.6885182809493264,0.7193083614000472,0.7911319548070773,0.7535101771510733
10,5,50,"[170, 140, 103, 367]",0.6862091084028223,0.7168605072865132,0.7910040503091025,0.7521069466200533
11,5,75,"[170, 140, 103, 367]",0.6866196279666453,0.7174512510310341,0.790620336815178,0.752259118464816
12,5,100,"[170, 140, 105, 365]",0.6881590763309815,0.7187837389751542,0.7914730334683436,0.7533768505896317
13,5,125,"[171, 139, 108, 362]",0.6870814624759463,0.7183785258124591,0.789554465998721,0.7522830918312191
14,5,150,"[171, 139, 110, 360]",0.6869018601667736,0.7191225091813205,0.7872095502025154,0.7516225578121171
15,6,50,"[172, 138, 105, 365]",0.685157152020526,0.717739785108443,0.7858878703901088,0.7502686543631948
16,6,75,"[171, 139, 108, 362]",0.6848492623476587,0.7175748052755867,0.7854615220635259,0.7499843618842286
17,6,100,"[171, 139, 108, 362]",0.6846183450930083,0.7178816907030934,0.7840545725858026,0.7495072957111226
18,6,125,"[174, 136, 107, 363]",0.6853110968569596,0.718796305174993,0.7836708590918781,0.7498294087947384
19,6,150,"[174, 136, 109, 361]",0.6840025657472738,0.7183389353279248,0.781240673630356,0.7484663650346511
20,7,50,"[168, 142, 108, 362]",0.6831815266196279,0.7169588210699104,0.7824344489447879,0.7482663831457113
21,7,75,"[170, 140, 106, 364]",0.6834894162924952,0.7172945229406428,0.782434448944788,0.7484486759568976
22,7,100,"[173, 137, 109, 361]",0.6832841565105837,0.718092529058163,0.779876358985291,0.7477091394678428
23,7,125,"[174, 136, 110, 360]",0.6828223220012829,0.7181533228043036,0.7784694095075676,0.7470940201414698
24,7,150,"[174, 136, 110, 360]",0.6825144323284157,0.7178600176493333,0.7783415050095928,0.7468764140177626
