,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[147, 163, 114, 356]","[161, 150, 110, 359]","[176, 135, 91, 378]","[169, 142, 106, 363]","[178, 133, 124, 345]","[159, 151, 112, 357]",[1637 1467 1098 3593],[1620 1484 1074 3617],[1586 1518 1050 3641],[1628 1476 1042 3649],[1645 1459 1152 3539]
1,12,100,"[154, 156, 114, 356]","[162, 149, 112, 357]","[174, 137, 93, 376]","[168, 143, 103, 366]","[179, 132, 122, 347]","[161, 149, 108, 361]",[1638 1466 1089 3602],[1624 1480 1089 3602],[1591 1513 1052 3639],[1637 1467 1043 3648],[1645 1459 1144 3547]
2,12,150,"[152, 158, 112, 358]","[159, 152, 111, 358]","[175, 136, 96, 373]","[169, 142, 102, 367]","[178, 133, 128, 341]","[163, 147, 114, 355]",[1640 1464 1097 3594],[1618 1486 1093 3598],[1590 1514 1052 3639],[1646 1458 1047 3644],[1644 1460 1140 3551]
3,14,50,"[146, 164, 112, 358]","[161, 150, 106, 363]","[172, 139, 90, 379]","[169, 142, 103, 366]","[180, 131, 126, 343]","[160, 150, 114, 355]",[1638 1466 1086 3605],[1603 1501 1073 3618],[1586 1518 1029 3662],[1638 1466 1039 3652],[1634 1470 1128 3563]
4,14,100,"[150, 160, 114, 356]","[163, 148, 106, 363]","[172, 139, 94, 375]","[168, 143, 102, 367]","[180, 131, 120, 349]","[159, 151, 109, 360]",[1640 1464 1074 3617],[1609 1495 1072 3619],[1579 1525 1035 3656],[1630 1474 1035 3656],[1643 1461 1131 3560]
5,14,150,"[148, 162, 112, 358]","[161, 150, 110, 359]","[175, 136, 98, 371]","[169, 142, 102, 367]","[180, 131, 124, 345]","[160, 150, 114, 355]",[1650 1454 1089 3602],[1615 1489 1082 3609],[1577 1527 1037 3654],[1627 1477 1029 3662],[1646 1458 1132 3559]
6,16,50,"[146, 164, 113, 357]","[162, 149, 106, 363]","[170, 141, 94, 375]","[168, 143, 106, 363]","[181, 130, 124, 345]","[159, 151, 109, 360]",[1640 1464 1088 3603],[1601 1503 1066 3625],[1575 1529 1035 3656],[1642 1462 1029 3662],[1637 1467 1130 3561]
7,16,100,"[148, 162, 113, 357]","[162, 149, 104, 365]","[170, 141, 95, 374]","[165, 146, 104, 365]","[182, 129, 116, 353]","[159, 151, 110, 359]",[1640 1464 1067 3624],[1597 1507 1073 3618],[1570 1534 1036 3655],[1626 1478 1020 3671],[1644 1460 1116 3575]
8,16,150,"[148, 162, 115, 355]","[159, 152, 106, 363]","[170, 141, 96, 373]","[166, 145, 102, 367]","[179, 132, 118, 351]","[159, 151, 108, 361]",[1638 1466 1066 3625],[1596 1508 1067 3624],[1579 1525 1030 3661],[1639 1465 1022 3669],[1643 1461 1113 3578]
