,Estimators,Learning Rate,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,50,0.5,"[175, 135, 102, 368]","[158, 153, 92, 377]","[181, 130, 87, 382]","[151, 160, 81, 388]","[174, 137, 98, 371]","[155, 155, 95, 374]",[1635 1469  934 3757],[1570 1534  911 3780],[1558 1546  943 3748],[1588 1516  894 3797],[1582 1522  948 3743]
1,50,0.75,"[176, 134, 106, 364]","[159, 152, 91, 378]","[177, 134, 89, 380]","[150, 161, 80, 389]","[173, 138, 97, 372]","[155, 155, 91, 378]",[1630 1474  938 3753],[1586 1518  935 3756],[1555 1549  937 3754],[1610 1494  920 3771],[1594 1510  934 3757]
2,50,1.0,"[172, 138, 106, 364]","[155, 156, 87, 382]","[178, 133, 90, 379]","[148, 163, 82, 387]","[176, 135, 93, 376]","[160, 150, 93, 376]",[1637 1467  948 3743],[1587 1517  944 3747],[1574 1530  951 3740],[1600 1504  914 3777],[1596 1508  929 3762]
3,100,0.5,"[176, 134, 104, 366]","[157, 154, 90, 379]","[183, 128, 90, 379]","[148, 163, 82, 387]","[175, 136, 96, 373]","[156, 154, 92, 377]",[1634 1470  946 3745],[1588 1516  927 3764],[1558 1546  934 3757],[1602 1502  909 3782],[1592 1512  939 3752]
4,100,0.75,"[172, 138, 103, 367]","[157, 154, 90, 379]","[180, 131, 92, 377]","[146, 165, 80, 389]","[173, 138, 96, 373]","[162, 148, 92, 377]",[1634 1470  944 3747],[1602 1502  949 3742],[1573 1531  951 3740],[1596 1508  918 3773],[1594 1510  940 3751]
5,100,1.0,"[171, 139, 104, 366]","[157, 154, 90, 379]","[177, 134, 95, 374]","[149, 162, 81, 388]","[169, 142, 94, 375]","[162, 148, 96, 373]",[1628 1476  959 3732],[1614 1490  960 3731],[1582 1522  941 3750],[1594 1510  912 3779],[1592 1512  939 3752]
6,150,0.5,"[172, 138, 103, 367]","[159, 152, 89, 380]","[178, 133, 91, 378]","[147, 164, 79, 390]","[172, 139, 92, 377]","[163, 147, 91, 378]",[1634 1470  937 3754],[1602 1502  938 3753],[1567 1537  938 3753],[1603 1501  915 3776],[1598 1506  942 3749]
7,150,0.75,"[172, 138, 104, 366]","[156, 155, 91, 378]","[179, 132, 94, 375]","[147, 164, 82, 387]","[172, 139, 95, 374]","[162, 148, 93, 376]",[1634 1470  954 3737],[1606 1498  959 3732],[1573 1531  956 3735],[1599 1505  918 3773],[1599 1505  942 3749]
8,150,1.0,"[172, 138, 104, 366]","[157, 154, 92, 377]","[179, 132, 96, 373]","[149, 162, 83, 386]","[167, 144, 94, 375]","[165, 145, 101, 368]",[1635 1469  963 3728],[1609 1495  971 3720],[1586 1518  953 3738],[1593 1511  919 3772],[1595 1509  952 3739]
