,Estimators,Learning Rate,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,50,0.5,"[167, 143, 98, 372]",0.6901347017318795,0.7147942373068783,0.8071626518865914,0.7581745042185564
1,50,0.75,"[163, 147, 101, 369]",0.6898011545862732,0.7158432305373854,0.803496056277979,0.757141016134186
2,50,1.0,"[164, 146, 101, 369]",0.6886209108402823,0.7157395879609565,0.8005116179918994,0.7557556105646756
3,100,0.5,"[164, 146, 104, 366]",0.6913149454778704,0.7173351082168504,0.8037945001065869,0.7581069064268322
4,100,0.75,"[167, 143, 102, 368]",0.6905452212957024,0.7176266270819742,0.8009379663184821,0.7569964302189799
5,100,1.0,"[170, 140, 105, 365]",0.6908017960230917,0.7185537339110135,0.7992752078448092,0.756767038174621
6,150,0.5,"[169, 141, 102, 368]",0.691853752405388,0.7187751225828707,0.8015774888083564,0.7579204443650243
7,150,0.75,"[171, 139, 102, 368]",0.6909557408595253,0.7185331802072347,0.7997441910040503,0.7569655564078683
8,150,1.0,"[172, 138, 109, 361]",0.6907504810776139,0.7188685556274514,0.798337241526327,0.7565204620256493
