,Alpha,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,50,"[166, 144, 114, 356]","[142, 169, 81, 388]","[179, 132, 94, 375]","[163, 148, 83, 386]","[150, 161, 92, 377]","[155, 155, 96, 373]",[1653 1451  965 3726],[1574 1530  932 3759],[1638 1466  963 3728],[1635 1469  956 3735],[1627 1477  918 3773]
1,0.0001,100,"[169, 141, 109, 361]","[148, 163, 85, 384]","[169, 142, 85, 384]","[168, 143, 86, 383]","[154, 157, 93, 376]","[157, 153, 96, 373]",[1650 1454  942 3749],[1607 1497  952 3739],[1632 1472  952 3739],[1635 1469  960 3731],[1641 1463  945 3746]
2,0.0001,150,"[168, 142, 109, 361]","[147, 164, 84, 385]","[171, 140, 89, 380]","[170, 141, 87, 382]","[159, 152, 93, 376]","[155, 155, 95, 374]",[1653 1451  941 3750],[1614 1490  952 3739],[1640 1464  941 3750],[1631 1473  958 3733],[1652 1452  960 3731]
3,0.001,50,"[165, 145, 105, 365]","[152, 159, 94, 375]","[179, 132, 94, 375]","[158, 153, 84, 385]","[155, 156, 92, 377]","[155, 155, 96, 373]",[1627 1477  926 3765],[1630 1474  938 3753],[1608 1496  911 3780],[1604 1500  926 3765],[1632 1472  925 3766]
4,0.001,100,"[163, 147, 105, 365]","[153, 158, 95, 374]","[177, 134, 95, 374]","[161, 150, 84, 385]","[161, 150, 95, 374]","[156, 154, 98, 371]",[1628 1476  929 3762],[1618 1486  942 3749],[1611 1493  918 3773],[1606 1498  927 3764],[1632 1472  921 3770]
5,0.001,150,"[164, 146, 105, 365]","[152, 159, 94, 375]","[177, 134, 93, 376]","[158, 153, 84, 385]","[161, 150, 94, 375]","[155, 155, 100, 369]",[1628 1476  932 3759],[1612 1492  931 3760],[1618 1486  927 3764],[1608 1496  929 3762],[1626 1478  919 3772]
6,0.01,50,"[142, 168, 84, 386]","[128, 183, 84, 385]","[145, 166, 82, 387]","[127, 184, 58, 411]","[132, 179, 73, 396]","[128, 182, 80, 389]",[1353 1751  793 3898],[1349 1755  784 3907],[1334 1770  775 3916],[1345 1759  795 3896],[1356 1748  785 3906]
7,0.01,100,"[142, 168, 82, 388]","[128, 183, 84, 385]","[145, 166, 83, 386]","[125, 186, 56, 413]","[132, 179, 75, 394]","[128, 182, 80, 389]",[1347 1757  787 3904],[1349 1755  792 3899],[1331 1773  772 3919],[1351 1753  783 3908],[1357 1747  784 3907]
8,0.01,150,"[141, 169, 84, 386]","[127, 184, 84, 385]","[145, 166, 82, 387]","[124, 187, 59, 410]","[132, 179, 74, 395]","[128, 182, 83, 386]",[1343 1761  788 3903],[1350 1754  790 3901],[1336 1768  781 3910],[1351 1753  790 3901],[1354 1750  780 3911]
