,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[168, 142, 118, 352]","[154, 157, 108, 361]","[175, 136, 125, 344]","[152, 159, 96, 373]","[161, 150, 92, 377]","[150, 160, 105, 364]",[1633 1471 1151 3540],[1589 1515 1066 3625],[1551 1553 1050 3641],[1645 1459 1156 3535],[1592 1512 1139 3552]
1,12,100,"[168, 142, 118, 352]","[154, 157, 105, 364]","[173, 138, 124, 345]","[152, 159, 96, 373]","[162, 149, 98, 371]","[162, 148, 109, 360]",[1652 1452 1165 3526],[1615 1489 1086 3605],[1643 1461 1126 3565],[1655 1449 1147 3544],[1638 1466 1185 3506]
2,12,150,"[167, 143, 118, 352]","[154, 157, 109, 360]","[175, 136, 125, 344]","[152, 159, 96, 373]","[162, 149, 97, 372]","[164, 146, 124, 345]",[1642 1462 1157 3534],[1619 1485 1104 3587],[1639 1465 1126 3565],[1652 1452 1143 3548],[1646 1458 1187 3504]
3,14,50,"[168, 142, 118, 352]","[154, 157, 108, 361]","[173, 138, 125, 344]","[152, 159, 96, 373]","[163, 148, 94, 375]","[154, 156, 108, 361]",[1637 1467 1152 3539],[1603 1501 1079 3612],[1563 1541 1049 3642],[1644 1460 1138 3553],[1586 1518 1133 3558]
4,14,100,"[168, 142, 118, 352]","[154, 157, 105, 364]","[174, 137, 125, 344]","[152, 159, 96, 373]","[164, 147, 99, 370]","[154, 156, 108, 361]",[1635 1469 1139 3552],[1606 1498 1085 3606],[1653 1451 1127 3564],[1659 1445 1153 3538],[1639 1465 1182 3509]
5,14,150,"[168, 142, 118, 352]","[154, 157, 108, 361]","[175, 136, 126, 343]","[152, 159, 96, 373]","[165, 146, 102, 367]","[154, 156, 107, 362]",[1650 1454 1173 3518],[1617 1487 1090 3601],[1642 1462 1125 3566],[1660 1444 1153 3538],[1650 1454 1187 3504]
6,16,50,"[169, 141, 118, 352]","[154, 157, 109, 360]","[173, 138, 125, 344]","[152, 159, 96, 373]","[165, 146, 98, 371]","[151, 159, 105, 364]",[1636 1468 1155 3536],[1619 1485 1103 3588],[1572 1532 1063 3628],[1643 1461 1135 3556],[1587 1517 1133 3558]
7,16,100,"[168, 142, 118, 352]","[154, 157, 106, 363]","[174, 137, 125, 344]","[152, 159, 96, 373]","[162, 149, 97, 372]","[152, 158, 106, 363]",[1643 1461 1160 3531],[1624 1480 1102 3589],[1660 1444 1134 3557],[1669 1435 1150 3541],[1655 1449 1185 3506]
8,16,150,"[168, 142, 118, 352]","[154, 157, 109, 360]","[174, 137, 125, 344]","[152, 159, 96, 373]","[163, 148, 97, 372]","[154, 156, 107, 362]",[1646 1458 1164 3527],[1624 1480 1112 3579],[1644 1460 1126 3565],[1663 1441 1149 3542],[1654 1450 1187 3504]
