,Max_depth,N_estimators,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,1,"[50, 100, 150]",50,"[82, 228, 40, 430]",0.6551122514432328,0.6531744527320349,0.9102110424216585,0.7605628448654386
1,1,"[50, 100, 150]",100,"[82, 228, 40, 430]",0.6551635663887108,0.6535616447124053,0.9086335536133021,0.7602733525447125
2,1,"[50, 100, 150]",150,"[84, 226, 40, 430]",0.6557023733162284,0.6541630150976243,0.9078234917927948,0.7603958453094058
3,1,"[50, 100, 150]",50,"[143, 167, 77, 393]",0.6769211032713278,0.6890333191487106,0.8440844169686634,0.7587180455739037
4,1,"[50, 100, 150]",100,"[143, 167, 79, 391]",0.6770493906350225,0.6892989142780525,0.8436154338094223,0.7586889270511652
5,1,"[50, 100, 150]",150,"[143, 167, 77, 393]",0.6772033354714561,0.6896288640633393,0.8430185461522065,0.7586467305666945
6,1,"[50, 100, 150]",50,"[150, 160, 90, 380]",0.6805644644002565,0.698125333853843,0.8266467704114261,0.7569690616955403
7,1,"[50, 100, 150]",100,"[152, 158, 91, 379]",0.680821039127646,0.6983913034100266,0.8266041355787678,0.7571073780470374
8,1,"[50, 100, 150]",150,"[152, 158, 91, 379]",0.6808466966003849,0.698459353140547,0.8264762310807929,0.7570934245109113
9,2,"[50, 100, 150]",50,"[156, 154, 94, 376]",0.6836177036561899,0.7036925955456254,0.819228309528885,0.7570770238001883
10,2,"[50, 100, 150]",100,"[155, 155, 93, 377]",0.6835663887107121,0.7034919277533129,0.819654657855468,0.7571430303934756
11,2,"[50, 100, 150]",150,"[152, 158, 92, 378]",0.6840282232200129,0.7037019573724694,0.8203794500106586,0.7575739081706551
12,2,"[50, 100, 150]",50,"[166, 144, 103, 367]",0.6870558050032072,0.711605569903412,0.8070773822212749,0.756339093367091
13,2,"[50, 100, 150]",100,"[166, 144, 102, 368]",0.6873123797305966,0.7118704027127859,0.8070773822212747,0.7564893874201781
14,2,"[50, 100, 150]",150,"[167, 143, 99, 371]",0.6869275176395124,0.7114532136710542,0.8071200170539331,0.7562719353344707
15,2,"[50, 100, 150]",50,"[167, 143, 101, 369]",0.690262989095574,0.7166627205393283,0.8026433596248135,0.7572200659817696
16,2,"[50, 100, 150]",100,"[168, 142, 102, 368]",0.6905195638229634,0.7167704397293593,0.8030697079513963,0.7574698628776317
17,2,"[50, 100, 150]",150,"[169, 141, 101, 369]",0.6902886465683131,0.7167567610474228,0.8024728202941803,0.7571964056772903
18,3,"[50, 100, 150]",50,"[160, 150, 99, 371]",0.6882360487491983,0.7132523250915993,0.8059688765721595,0.7567805382306773
19,3,"[50, 100, 150]",100,"[163, 147, 99, 371]",0.6877485567671584,0.7127887738118328,0.8058409720741846,0.7564636608746256
20,3,"[50, 100, 150]",150,"[162, 148, 99, 371]",0.6879794740218088,0.7130635405029149,0.8057557024088681,0.7565804517527743
21,3,"[50, 100, 150]",50,"[170, 140, 101, 369]",0.6921103271327774,0.7188742566102048,0.8020464719675975,0.7581829690049146
22,3,"[50, 100, 150]",100,"[173, 137, 103, 367]",0.6921359846055164,0.7191506674102575,0.8014069494777234,0.7580514304630014
23,3,"[50, 100, 150]",150,"[172, 138, 100, 370]",0.6924438742783836,0.719446977947863,0.8014922191430399,0.7582544377598234
24,3,"[50, 100, 150]",50,"[169, 141, 102, 368]",0.6940346375881976,0.7214130713230535,0.8008526966531656,0.759058012119777
25,3,"[50, 100, 150]",100,"[172, 138, 103, 367]",0.6945991019884541,0.7219715256490842,0.8009806011511404,0.7594247399354321
26,3,"[50, 100, 150]",150,"[171, 139, 101, 369]",0.6945991019884541,0.7218676962044557,0.8012364101470901,0.7594823321069831
27,4,"[50, 100, 150]",50,"[165, 145, 100, 370]",0.6897754971135343,0.7170240216933752,0.8003837134939245,0.7564117314846073
28,4,"[50, 100, 150]",100,"[165, 145, 102, 368]",0.6897498396407954,0.7170132003300724,0.8003410786612661,0.7563867462899974
29,4,"[50, 100, 150]",150,"[165, 145, 101, 369]",0.6898524695317512,0.7171046096499312,0.8003837134939247,0.756457113018054
30,4,"[50, 100, 150]",50,"[165, 145, 103, 367]",0.6941116100064144,0.7211355096182711,0.8017480281389895,0.7593064247192368
31,4,"[50, 100, 150]",100,"[165, 145, 105, 365]",0.6942142398973701,0.721485153533613,0.8011511404817735,0.7592324092769009
32,4,"[50, 100, 150]",150,"[167, 143, 104, 366]",0.694291212315587,0.7216707357546392,0.8008953314858239,0.7592197984823125
33,4,"[50, 100, 150]",50,"[168, 142, 104, 366]",0.6943681847338037,0.7222518622391271,0.7996589213387337,0.758983742675608
34,4,"[50, 100, 150]",100,"[168, 142, 105, 365]",0.6948813341885824,0.7229953645781977,0.7991899381794927,0.7591841790878628
35,4,"[50, 100, 150]",150,"[167, 143, 106, 364]",0.6948813341885824,0.7228911713618197,0.7994457471754424,0.7592426605133604
