,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,"[196, 114, 139, 331]","[182, 129, 127, 342]","[208, 103, 131, 338]","[205, 106, 126, 343]","[200, 111, 137, 332]","[191, 119, 142, 327]",[1955 1149 1364 3327],[1970 1134 1365 3326],[1961 1143 1349 3342],[1970 1134 1365 3326],[1977 1127 1366 3325]
