,Neighbors,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,5,"[166, 144, 118, 352]",0.6486209108402823,0.6968204018589154,0.7366020038371349,0.7161575956976345
1,10,"[187, 123, 141, 329]",0.6584477228992943,0.7227054838765852,0.7016840758900021,0.7120324316043813
2,12,"[185, 125, 135, 335]",0.6632200128287364,0.7218100320330648,0.7165636324877424,0.7191671351798309
3,14,"[177, 133, 132, 338]",0.6657857601026298,0.7202773443569243,0.7269665316563632,0.7236004208608546
4,16,"[178, 132, 134, 336]",0.6668633739576653,0.7183167307970157,0.734470262204221,0.7262974650077394
5,20,"[173, 137, 123, 347]",0.6701475304682488,0.7177615605325303,0.7447452568748669,0.7310022135394283
