,Neighbors,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,5,"[159, 151, 119, 351]",0.6500833867864015,0.6983550668438909,0.7367725431677681,0.7170414461540231
1,10,"[177, 133, 136, 334]",0.6559589480436177,0.7230598564923065,0.6942229801748029,0.7083192886345749
2,12,"[179, 131, 137, 333]",0.659422706863374,0.7218693629679713,0.7061180984864636,0.7138833600099759
3,14,"[173, 137, 134, 336]",0.6610391276459268,0.7207332260030113,0.7130675762097634,0.7168544183780681
4,16,"[165, 145, 127, 343]",0.6643232841565107,0.7193543398432757,0.7250905990193989,0.722193717858423
5,20,"[166, 144, 130, 340]",0.6659397049390635,0.7176965405004296,0.7334043913877639,0.725439567400875
