,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[156, 154, 109, 361]",0.6660936497754971,0.7001619189283248,0.7785973140055426,0.7372877547178753
1,0.0001,100,"[155, 155, 109, 361]",0.6660679923027581,0.7000162599251438,0.7789810274994671,0.7373730971959576
2,0.0001,150,"[155, 155, 109, 361]",0.6662475946119307,0.7002542728696792,0.7788531230014923,0.737444438528404
3,0.001,50,"[156, 154, 109, 361]",0.6665298268120591,0.6983019467574338,0.7851204434022596,0.7391543946543242
4,0.001,100,"[156, 154, 109, 361]",0.6658883899935857,0.6985993477968169,0.782434448944788,0.7381221496460018
5,0.001,150,"[156, 154, 109, 361]",0.6663245670301475,0.6997714923026821,0.7804306118098486,0.7378793631379257
6,0.01,50,"[75, 235, 50, 420]",0.6541629249518921,0.6623012286294025,0.8683436367512257,0.751357840475268
7,0.01,100,"[75, 235, 50, 420]",0.6540859525336754,0.6622515971921962,0.8682583670859092,0.7513025223300813
8,0.01,150,"[75, 235, 50, 420]",0.653880692751764,0.6619055604751178,0.8688978895757833,0.751328919609181
