,Neighbors,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[160, 150, 113, 357]","[147, 164, 101, 368]","[166, 145, 97, 372]","[168, 143, 104, 365]","[146, 165, 92, 377]","[154, 156, 108, 361]",[1589 1515 1071 3620],[1544 1560 1068 3623],[1552 1552 1092 3599],[1524 1580 1055 3636],[1584 1520 1080 3611]
1,12,100,"[160, 150, 113, 357]","[144, 167, 102, 367]","[165, 146, 95, 374]","[171, 140, 105, 364]","[148, 163, 86, 383]","[153, 157, 109, 360]",[1583 1521 1062 3629],[1554 1550 1062 3629],[1547 1557 1086 3605],[1530 1574 1067 3624],[1579 1525 1074 3617]
2,12,150,"[158, 152, 112, 358]","[146, 165, 102, 367]","[164, 147, 98, 371]","[170, 141, 104, 365]","[149, 162, 87, 382]","[154, 156, 107, 362]",[1582 1522 1065 3626],[1545 1559 1059 3632],[1552 1552 1095 3596],[1550 1554 1065 3626],[1572 1532 1068 3623]
3,14,50,"[156, 154, 112, 358]","[143, 168, 107, 362]","[168, 143, 94, 375]","[168, 143, 96, 373]","[147, 164, 90, 379]","[157, 153, 103, 366]",[1576 1528 1043 3648],[1524 1580 1056 3635],[1535 1569 1077 3614],[1510 1594 1058 3633],[1582 1522 1050 3641]
4,14,100,"[158, 152, 113, 357]","[143, 168, 102, 367]","[166, 145, 90, 379]","[167, 144, 96, 373]","[150, 161, 85, 384]","[159, 151, 106, 363]",[1583 1521 1028 3663],[1535 1569 1048 3643],[1538 1566 1088 3603],[1516 1588 1071 3620],[1590 1514 1053 3638]
5,14,150,"[158, 152, 113, 357]","[145, 166, 103, 366]","[166, 145, 92, 377]","[171, 140, 98, 371]","[152, 159, 87, 382]","[160, 150, 110, 359]",[1588 1516 1039 3652],[1529 1575 1048 3643],[1537 1567 1088 3603],[1523 1581 1060 3631],[1586 1518 1054 3637]
6,16,50,"[156, 154, 111, 359]","[148, 163, 106, 363]","[166, 145, 92, 377]","[163, 148, 95, 374]","[151, 160, 90, 379]","[162, 148, 102, 367]",[1584 1520 1023 3668],[1521 1583 1033 3658],[1515 1589 1057 3634],[1506 1598 1051 3640],[1592 1512 1041 3650]
7,16,100,"[156, 154, 112, 358]","[146, 165, 105, 364]","[168, 143, 91, 378]","[163, 148, 94, 375]","[153, 158, 90, 379]","[161, 149, 102, 367]",[1584 1520 1024 3667],[1540 1564 1036 3655],[1522 1582 1072 3619],[1507 1597 1047 3644],[1579 1525 1040 3651]
8,16,150,"[155, 155, 108, 362]","[146, 165, 105, 364]","[169, 142, 90, 379]","[167, 144, 92, 377]","[152, 159, 89, 380]","[159, 151, 103, 366]",[1584 1520 1011 3680],[1528 1576 1033 3658],[1531 1573 1063 3628],[1516 1588 1054 3637],[1573 1531 1042 3649]
