,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,100,"[195, 115, 139, 331]",0.6795125080179603,0.7453053321805612,0.7101257727563419,0.7272879687702378
1,200,"[195, 115, 139, 331]",0.6793072482360488,0.7451702540369822,0.7098699637603922,0.7270898840442901
2,300,"[195, 115, 139, 331]",0.6792559332905709,0.7452342975976192,0.7096141547644426,0.7269862424031894
3,400,"[195, 115, 139, 331]",0.6793329057087878,0.7453350746892089,0.7096141547644426,0.7270342107332042
4,500,"[195, 115, 139, 331]",0.6793329057087877,0.7452906602644647,0.7096994244297591,0.7270578532879891
5,800,"[195, 115, 139, 331]",0.679230275817832,0.7452012020769534,0.7096141547644426,0.7269705475779634
6,1000,"[195, 115, 139, 331]",0.6792559332905708,0.7452564673147142,0.7095715199317842,0.7269743818637483
