,Max_depth,N_estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,3,50,"[162, 148, 102, 368]",0.6864913406029507,0.7132232630311168,0.801193775314432,0.7546532978441138
1,3,75,"[167, 143, 101, 369]",0.6893649775497114,0.7163225215636946,0.801065870816457,0.7563257903291072
2,3,100,"[167, 143, 103, 367]",0.6909300833867864,0.7187777192621239,0.7990620336815178,0.7567950183343903
3,3,125,"[165, 145, 101, 369]",0.6923669018601668,0.7205093726561359,0.7985930505222767,0.7575431359426348
4,3,150,"[166, 144, 103, 367]",0.6924438742783836,0.7212735880477024,0.7968876572159453,0.7571962980093709
5,4,50,"[161, 149, 98, 372]",0.6873636946760745,0.715901540929512,0.7966318482199958,0.7541114515580778
6,4,75,"[163, 147, 105, 365]",0.6900577293136627,0.7184735319022444,0.7974419100405031,0.7559000954781595
7,4,100,"[165, 145, 103, 367]",0.6904169339320076,0.7195846570786426,0.7956086122361969,0.7556889889131663
8,4,125,"[166, 144, 106, 364]",0.6915715202052597,0.72070163088531,0.7959496908974633,0.7564575215296782
9,4,150,"[162, 148, 106, 364]",0.6913149454778704,0.7208683665745274,0.7948411852483479,0.7560476370219884
10,5,50,"[162, 148, 105, 365]",0.6867992302758179,0.7166975349046714,0.7930505222767,0.7529404007659417
11,5,75,"[166, 144, 101, 369]",0.6892623476587556,0.718813435002906,0.7944148369217651,0.7547237597880917
12,5,100,"[167, 143, 103, 367]",0.6900320718409236,0.7202600744052494,0.7928799829460669,0.754824018276134
13,5,125,"[162, 148, 103, 367]",0.6907504810776138,0.7210605240354016,0.7928373481134086,0.7552452723040639
14,5,150,"[165, 145, 108, 362]",0.6901347017318795,0.7210119890412777,0.7913024941377105,0.7545192107949494
15,6,50,"[163, 147, 104, 366]",0.6859268762026941,0.7180084454899447,0.7873374547004903,0.751073615914281
16,6,75,"[169, 141, 105, 365]",0.6872097498396408,0.7191657192062285,0.7879343423577062,0.7519800228778858
17,6,100,"[169, 141, 107, 363]",0.6881847338037204,0.7203843887790805,0.7875506288637817,0.7524710237605687
18,6,125,"[166, 144, 107, 363]",0.6875176395125081,0.7201901302981928,0.786228949051375,0.7517604070602496
19,6,150,"[168, 142, 113, 357]",0.6865683130211674,0.7196375913315045,0.7850351737369431,0.7509116009997199
20,7,50,"[165, 145, 110, 360]",0.6843874278383579,0.7177807584539087,0.7837134939245363,0.7492933994040285
21,7,75,"[162, 148, 110, 360]",0.6848749198203976,0.7179374761533902,0.7846514602430185,0.7498070833912218
22,7,100,"[162, 148, 112, 358]",0.6855676715843488,0.7188980216609664,0.7841398422511191,0.7500974879297772
23,7,125,"[164, 146, 112, 358]",0.6848492623476587,0.7186345417163629,0.7828181624387124,0.7493515192120868
24,7,150,"[163, 147, 112, 358]",0.6845157152020527,0.719122154915825,0.7806864208057983,0.7486389001859292
