,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[164, 146, 101, 369]",0.687158434894163,0.715071612657127,0.7982093370283522,0.7543523303003983
1,0.0001,100,"[162, 148, 99, 371]",0.6868505452212956,0.7155359731328882,0.7961628650607546,0.7536931306007153
2,0.0001,150,"[165, 145, 102, 368]",0.6880564464400256,0.7158336424840439,0.7987209550202515,0.7550060589844788
3,0.001,50,"[173, 137, 107, 363]",0.6888774855676716,0.7167254125055866,0.7986783201875933,0.7554831750880433
4,0.001,100,"[175, 135, 109, 361]",0.6890314304041052,0.7163597896110537,0.8000426348326583,0.7558892134862696
5,0.001,150,"[175, 135, 107, 363]",0.6894676074406672,0.7166270009727349,0.8005542528245577,0.756266705557418
6,0.01,50,"[145, 165, 84, 386]",0.6733803720333548,0.6894286911149468,0.8321040289916862,0.75407502649224
7,0.01,100,"[144, 166, 84, 386]",0.6736112892880051,0.6895561541035129,0.8324024728202941,0.7542736948077691
8,0.01,150,"[142, 168, 84, 386]",0.6733290570878768,0.6895147693344654,0.8316776806651035,0.7539521034634632
