,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[166, 144, 114, 356]",0.6888518280949327,0.7169154536837152,0.798166702195694,0.75535085613815
1,0.0001,100,"[169, 141, 109, 361]",0.6893906350224503,0.7177602294527603,0.7974419100405031,0.7555047945436282
2,0.0001,150,"[168, 142, 109, 361]",0.6900064143681848,0.7184387936164804,0.7973992752078448,0.7558609053027651
3,0.001,50,"[165, 145, 105, 365]",0.6909557408595253,0.7173536547275651,0.8027712641227882,0.7576603601436547
4,0.001,100,"[163, 147, 105, 365]",0.6905195638229634,0.7170692064079361,0.8023022809635473,0.7572939321810099
5,0.001,150,"[164, 146, 105, 365]",0.6904169339320076,0.7169758129057273,0.802259646130889,0.7572235870577462
6,0.01,50,"[142, 168, 84, 386]",0.6737652341244387,0.6897135556409735,0.8323598379876358,0.7543514113807381
7,0.01,100,"[142, 168, 82, 388]",0.6740731237973059,0.6898187773387123,0.8329567256448518,0.7546592430876367
8,0.01,150,"[141, 169, 84, 386]",0.6737652341244388,0.6896730194796304,0.8324877424856109,0.7543802451294296
