,Neighbors,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,5,"[150, 160, 124, 346]","[150, 161, 119, 350]","[173, 138, 117, 352]","[176, 135, 116, 353]","[167, 144, 124, 345]","[152, 158, 121, 348]",[1630 1474 1213 3478],[1599 1505 1199 3492],[1589 1515 1265 3426],[1649 1455 1209 3482],[1620 1484 1249 3442]
1,10,"[179, 131, 145, 325]","[168, 143, 145, 324]","[189, 122, 143, 326]","[196, 115, 137, 332]","[189, 122, 132, 337]","[177, 133, 138, 331]",[1848 1256 1392 3299],[1847 1257 1381 3310],[1857 1247 1460 3231],[1853 1251 1391 3300],[1879 1225 1405 3286]
2,12,"[184, 126, 137, 333]","[163, 148, 134, 335]","[183, 128, 126, 343]","[190, 121, 124, 345]","[188, 123, 134, 335]","[177, 133, 132, 337]",[1836 1268 1327 3364],[1799 1305 1312 3379],[1802 1302 1362 3329],[1809 1295 1317 3374],[1855 1249 1326 3365]
3,14,"[181, 129, 135, 335]","[160, 151, 129, 340]","[182, 129, 130, 339]","[191, 120, 125, 344]","[184, 127, 131, 338]","[175, 135, 136, 333]",[1812 1292 1328 3363],[1774 1330 1260 3431],[1794 1310 1314 3377],[1803 1301 1262 3429],[1830 1274 1296 3395]
4,16,"[178, 132, 138, 332]","[165, 146, 123, 346]","[190, 121, 124, 345]","[190, 121, 112, 357]","[190, 121, 127, 342]","[179, 131, 123, 346]",[1809 1295 1258 3433],[1752 1352 1247 3444],[1760 1344 1283 3408],[1768 1336 1254 3437],[1831 1273 1248 3443]
5,20,"[170, 140, 119, 351]","[162, 149, 118, 351]","[188, 123, 120, 349]","[184, 127, 116, 353]","[185, 126, 116, 353]","[178, 132, 115, 354]",[1788 1316 1194 3497],[1695 1409 1200 3491],[1725 1379 1234 3457],[1728 1376 1184 3507],[1772 1332 1225 3466]
