,Alpha,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,"[129, 181, 80, 390]",0.6741500962155228,0.703535412473621,0.7930505222766999,0.7454409670292061
1,0.0005,"[167, 143, 100, 370]",0.680333547145606,0.7106064761918673,0.7910893199744191,0.7486295203353011
2,0.0008,"[169, 141, 112, 358]",0.6799743425272611,0.7095133939407371,0.792879982946067,0.7488564217617271
3,0.001,"[173, 137, 109, 361]",0.6802309172546506,0.7092863631711824,0.7941590279258154,0.7493142326318958
4,0.002,"[164, 146, 102, 368]",0.6819756254008981,0.7112526077739397,0.7938179492645492,0.7502587435499304
5,0.003,"[160, 150, 96, 374]",0.6817447081462477,0.7095696545139983,0.7976550842037945,0.751031988435796
6,0.004,"[151, 159, 88, 382]",0.6798460551635664,0.7076653585324192,0.7975698145384779,0.7498944926063452
7,0.005,"[148, 162, 88, 382]",0.6781270044900578,0.7038560900816498,0.8030697079513963,0.7501844399498594
8,0.01,"[139, 171, 81, 389]",0.6727902501603593,0.69055291866673,0.826774674909401,0.7525452598926539
