,Neighbors,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,5,"[175, 135, 151, 319]",0.6408723540731238,0.694285136078935,0.7205286719249627,0.7071565716069168
1,10,"[191, 119, 156, 314]",0.6469018601667735,0.7213803080338387,0.6733319121722448,0.6965263251978587
2,12,"[187, 123, 153, 317]",0.6551379089159718,0.7254102056657837,0.6870176934555532,0.7056890425101334
3,14,"[188, 122, 147, 323]",0.6574727389352149,0.7245417295608101,0.6950756768279686,0.7095014571660605
4,16,"[181, 129, 133, 337]",0.661398332264272,0.7236191390653279,0.7076103176295033,0.7155214222182236
5,20,"[178, 132, 126, 344]",0.6645542014111611,0.72298063422471,0.717544233638883,0.7202415475122851
