,Alpha,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,50,"[167, 143, 95, 375]",0.6849518922386144,0.7132596612492901,0.7968450223832872,0.7527322229256925
1,0.0001,100,"[163, 147, 92, 378]",0.6843617703656191,0.7123840060320925,0.7974845448731613,0.7525337008676379
2,0.0001,150,"[163, 147, 91, 379]",0.6843361128928801,0.7124028291658451,0.7973566403751866,0.7524891351123306
3,0.001,50,"[167, 143, 92, 378]",0.6843874278383579,0.7116055758633697,0.7996162865060754,0.7530464978042198
4,0.001,100,"[166, 144, 92, 378]",0.6837716484926235,0.7109094271691785,0.7997441910040503,0.7527137244853018
5,0.001,150,"[165, 145, 92, 378]",0.6842591404746632,0.7114709726896513,0.7996162865060754,0.7529708395622755
6,0.01,50,"[136, 174, 85, 385]",0.671250801796023,0.6893607789367235,0.8258793434235772,0.7514697245911203
7,0.01,100,"[138, 172, 85, 385]",0.6718922386144965,0.6899623093290462,0.8259219782562353,0.7518441617532271
8,0.01,150,"[135, 175, 85, 385]",0.6715586914688902,0.6898991229247861,0.8251119164357281,0.751471298911986
