,Alpha,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,50,"[164, 146, 94, 376]","[140, 171, 97, 372]","[180, 131, 97, 372]","[165, 146, 83, 386]","[174, 137, 105, 364]","[155, 155, 94, 375]",[1637 1467  960 3731],[1637 1467  989 3702],[1596 1508  931 3760],[1608 1496  946 3745],[1629 1475  960 3731]
1,0.0001,100,"[162, 148, 96, 374]","[136, 175, 96, 373]","[183, 128, 97, 372]","[162, 149, 83, 386]","[173, 138, 112, 357]","[155, 155, 94, 375]",[1634 1470  973 3718],[1613 1491  969 3722],[1603 1501  933 3758],[1586 1518  925 3766],[1606 1498  944 3747]
2,0.0001,150,"[164, 146, 94, 376]","[139, 172, 97, 372]","[180, 131, 92, 377]","[163, 148, 81, 388]","[173, 138, 103, 366]","[154, 156, 89, 380]",[1642 1462  949 3742],[1615 1489  962 3729],[1592 1512  936 3755],[1589 1515  917 3774],[1607 1497  937 3754]
3,0.001,50,"[167, 143, 97, 373]","[145, 166, 97, 372]","[167, 144, 90, 379]","[158, 153, 81, 388]","[159, 152, 88, 381]","[162, 148, 100, 369]",[1603 1501  922 3769],[1597 1507  949 3742],[1598 1506  934 3757],[1610 1494  934 3757],[1592 1512  942 3749]
4,0.001,100,"[166, 144, 99, 371]","[144, 167, 99, 370]","[175, 136, 92, 377]","[158, 153, 82, 387]","[158, 153, 87, 382]","[161, 149, 99, 370]",[1606 1498  931 3760],[1587 1517  935 3756],[1585 1519  929 3762],[1604 1500  927 3764],[1595 1509  937 3754]
5,0.001,150,"[166, 144, 97, 373]","[147, 164, 99, 370]","[172, 139, 91, 378]","[157, 154, 81, 388]","[158, 153, 87, 382]","[162, 148, 98, 371]",[1609 1495  927 3764],[1583 1521  933 3758],[1586 1518  934 3757],[1599 1505  923 3768],[1595 1509  930 3761]
6,0.01,50,"[135, 175, 84, 386]","[126, 185, 84, 385]","[147, 164, 83, 386]","[123, 188, 57, 412]","[138, 173, 75, 394]","[131, 179, 86, 383]",[1347 1757  805 3886],[1348 1756  795 3896],[1327 1777  797 3894],[1342 1762  797 3894],[1334 1770  780 3911]
7,0.01,100,"[139, 171, 85, 385]","[126, 185, 84, 385]","[146, 165, 83, 386]","[123, 188, 57, 412]","[132, 179, 75, 394]","[130, 180, 84, 385]",[1336 1768  798 3893],[1351 1753  800 3891],[1333 1771  793 3898],[1348 1756  790 3901],[1344 1760  788 3903]
8,0.01,150,"[142, 168, 85, 385]","[128, 183, 84, 385]","[147, 164, 81, 388]","[124, 187, 57, 412]","[130, 181, 75, 394]","[129, 181, 85, 384]",[1348 1756  799 3892],[1352 1752  803 3888],[1335 1769  798 3893],[1349 1755  802 3889],[1339 1765  780 3911]
