,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,300,5,50,"[146, 164, 81, 389]",0.685490699,0.700082369,0.835173737,0.761683299
1,300,10,50,"[160, 150, 96, 374]",0.694393842,0.719103906,0.80767427,0.760818138
2,300,15,50,"[159, 151, 103, 367]",0.692854394,0.720192317,0.800724792,0.758324826
3,500,5,50,"[146, 164, 81, 389]",0.6856703,0.70021511,0.83530164,0.76181452
4,500,10,50,"[160, 150, 96, 374]",0.69444516,0.71924087,0.8074611,0.76080079
5,500,15,50,"[159, 151, 105, 365]",0.69290571,0.72009525,0.80110851,0.75844299
