,Alpha,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,0.0001,"[132, 178, 64, 406]",0.673277742142399,0.7044528415880527,0.788062246855681,0.7437319044334485
1,0.0005,"[175, 135, 121, 349]",0.6790763309813984,0.7103851877710381,0.788190151353656,0.7471923825538767
2,0.0008,"[159, 151, 98, 372]",0.6816677357280307,0.707399929158361,0.8033681517800042,0.7522888154690438
3,0.001,"[150, 160, 85, 385]",0.683951250801796,0.7100509658990607,0.8027286292901301,0.7534549878478547
4,0.002,"[150, 160, 89, 381]",0.6844644002565747,0.7092594425397817,0.8061820507354509,0.7546023827599594
5,0.003,"[153, 157, 90, 380]",0.6844644002565747,0.7092045306344054,0.8063525900660841,0.7546444485728477
6,0.004,"[166, 144, 96, 374]",0.6838999358563181,0.706799965336794,0.811340865487103,0.7554550412870851
7,0.005,"[164, 146, 96, 374]",0.6816677357280307,0.7041913638446338,0.8122361969729269,0.7543558369114167
8,0.01,"[140, 170, 85, 385]",0.6723284156510584,0.6895863362956693,0.8284374333830739,0.7526571843980954
