,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,100,"[201, 109, 153, 317]","[193, 118, 156, 313]","[215, 96, 144, 325]","[215, 96, 143, 326]","[208, 103, 162, 307]","[199, 111, 155, 314]",[2047 1057 1589 3102],[2044 1060 1594 3097],[2033 1071 1624 3067],[2050 1054 1624 3067],[2060 1044 1632 3059]
1,200,"[200, 110, 153, 317]","[193, 118, 156, 313]","[214, 97, 143, 326]","[215, 96, 143, 326]","[208, 103, 162, 307]","[199, 111, 153, 316]",[2046 1058 1590 3101],[2040 1064 1594 3097],[2035 1069 1622 3069],[2051 1053 1625 3066],[2059 1045 1630 3061]
2,300,"[200, 110, 153, 317]","[193, 118, 156, 313]","[214, 97, 144, 325]","[216, 95, 143, 326]","[208, 103, 162, 307]","[199, 111, 154, 315]",[2046 1058 1591 3100],[2041 1063 1595 3096],[2033 1071 1621 3070],[2053 1051 1624 3067],[2058 1046 1629 3062]
3,400,"[201, 109, 153, 317]","[193, 118, 156, 313]","[214, 97, 144, 325]","[216, 95, 143, 326]","[208, 103, 162, 307]","[199, 111, 154, 315]",[2047 1057 1593 3098],[2041 1063 1595 3096],[2033 1071 1624 3067],[2055 1049 1626 3065],[2058 1046 1628 3063]
4,500,"[201, 109, 153, 317]","[193, 118, 156, 313]","[214, 97, 143, 326]","[216, 95, 143, 326]","[208, 103, 162, 307]","[199, 111, 154, 315]",[2047 1057 1592 3099],[2042 1062 1596 3095],[2034 1070 1624 3067],[2053 1051 1625 3066],[2059 1045 1631 3060]
5,800,"[201, 109, 153, 317]","[193, 118, 156, 313]","[214, 97, 143, 326]","[216, 95, 143, 326]","[208, 103, 162, 307]","[199, 111, 155, 314]",[2047 1057 1593 3098],[2041 1063 1593 3098],[2034 1070 1625 3066],[2054 1050 1627 3064],[2061 1043 1630 3061]
6,1000,"[201, 109, 153, 317]","[193, 118, 156, 313]","[214, 97, 143, 326]","[216, 95, 143, 326]","[208, 103, 162, 307]","[199, 111, 155, 314]",[2046 1058 1593 3098],[2040 1064 1595 3096],[2034 1070 1624 3067],[2055 1049 1627 3064],[2060 1044 1630 3061]
