,N_Estimators,Max_Depth,Estimators,Confusion Matrix,Average Accuracy,Average Precision,Average Recall,Average F1
0,300,5,50,"[138, 172, 81, 389]",0.684182168,0.695092902,0.846557237,0.763384037
1,300,10,50,"[158, 152, 93, 377]",0.695753688,0.718689616,0.812449371,0.762697763
2,300,15,50,"[156, 154, 98, 372]",0.693880693,0.718722527,0.807247922,0.760414573
3,500,5,50,"[139, 171, 81, 389]",0.68402822,0.69497513,0.84647197,0.76327807
4,500,10,50,"[157, 153, 94, 376]",0.69595895,0.71879112,0.81274781,0.7628865
5,500,15,50,"[156, 154, 96, 374]",0.69439384,0.71911862,0.80763164,0.76080726
