,Alpha,Confusion Matrix
0,0.0001,"[65, 245, 29, 440]"
1,0.0005,"[109, 201, 58, 411]"
2,0.0008,"[91, 219, 44, 425]"
3,0.001,"[92, 218, 44, 425]"
4,0.002,"[105, 205, 47, 422]"
5,0.003,"[113, 197, 49, 420]"
6,0.004,"[107, 203, 62, 407]"
7,0.005,"[127, 183, 76, 393]"
8,0.01,"[82, 228, 50, 419]"
