,Alpha,Confusion Matrix
0,0.0001,"[108, 202, 45, 424]"
1,0.0005,"[95, 215, 52, 417]"
2,0.0008,"[118, 192, 69, 400]"
3,0.001,"[116, 194, 62, 407]"
4,0.002,"[113, 197, 68, 401]"
5,0.003,"[95, 215, 43, 426]"
6,0.004,"[114, 196, 57, 412]"
7,0.005,"[122, 188, 71, 398]"
8,0.01,"[91, 219, 35, 434]"
