,Alpha,Confusion Matrix
0,0.0001,"[117, 194, 53, 416]"
1,0.0005,"[143, 168, 63, 406]"
2,0.0008,"[130, 181, 64, 405]"
3,0.001,"[119, 192, 60, 409]"
4,0.002,"[148, 163, 71, 398]"
5,0.003,"[103, 208, 56, 413]"
6,0.004,"[128, 183, 62, 407]"
7,0.005,"[140, 171, 69, 400]"
8,0.01,"[90, 221, 42, 427]"
