,Alpha,Confusion Matrix
0,0.0001,"[85, 226, 43, 426]"
1,0.0005,"[116, 195, 49, 420]"
2,0.0008,"[134, 177, 55, 414]"
3,0.001,"[144, 167, 65, 404]"
4,0.002,"[138, 173, 69, 400]"
5,0.003,"[127, 184, 59, 410]"
6,0.004,"[100, 211, 47, 422]"
7,0.005,"[115, 196, 43, 426]"
8,0.01,"[68, 243, 26, 443]"
