,Alpha,Confusion Matrix
0,0.0001,"[119, 192, 76, 393]"
1,0.0005,"[116, 195, 74, 395]"
2,0.0008,"[120, 191, 85, 384]"
3,0.001,"[115, 196, 82, 387]"
4,0.002,"[119, 192, 89, 380]"
5,0.003,"[115, 196, 80, 389]"
6,0.004,"[97, 214, 75, 394]"
7,0.005,"[139, 172, 98, 371]"
8,0.01,"[64, 247, 27, 442]"
