,Alpha,Confusion Matrix
0,0.0001,"[90, 221, 52, 417]"
1,0.0005,"[97, 214, 58, 411]"
2,0.0008,"[125, 186, 79, 390]"
3,0.001,"[131, 180, 81, 388]"
4,0.002,"[135, 176, 86, 383]"
5,0.003,"[125, 186, 83, 386]"
6,0.004,"[115, 196, 69, 400]"
7,0.005,"[112, 199, 64, 405]"
8,0.01,"[100, 211, 48, 421]"
