,Alpha,Confusion Matrix
0,0.0001,"[78, 232, 47, 423]"
1,0.0005,"[99, 211, 51, 419]"
2,0.0008,"[81, 229, 38, 432]"
3,0.001,"[97, 213, 47, 423]"
4,0.002,"[118, 192, 70, 400]"
5,0.003,"[133, 177, 86, 384]"
6,0.004,"[115, 195, 72, 398]"
7,0.005,"[107, 203, 54, 416]"
8,0.01,"[94, 216, 56, 414]"
