,Alpha,Confusion Matrix
0,0.0001,"[160, 150, 109, 360]"
1,0.0005,"[138, 172, 86, 383]"
2,0.0008,"[146, 164, 104, 365]"
3,0.001,"[164, 146, 110, 359]"
4,0.002,"[153, 157, 103, 366]"
5,0.003,"[155, 155, 104, 365]"
6,0.004,"[140, 170, 92, 377]"
7,0.005,"[136, 174, 90, 379]"
8,0.01,"[136, 174, 96, 373]"
