,Alpha,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,0.0001,"[107, 203, 50, 420]","[73, 238, 32, 437]","[104, 207, 55, 414]","[84, 227, 43, 426]","[90, 221, 46, 423]","[83, 227, 45, 424]","[101, 209, 44, 425]","[108, 202, 49, 420]","[100, 210, 50, 419]","[92, 218, 47, 422]"
1,0.0005,"[111, 199, 53, 417]","[101, 210, 42, 427]","[131, 180, 69, 400]","[105, 206, 56, 413]","[84, 227, 33, 436]","[92, 218, 56, 413]","[119, 191, 58, 411]","[118, 192, 52, 417]","[96, 214, 50, 419]","[89, 221, 46, 423]"
2,0.0008,"[128, 182, 62, 408]","[124, 187, 57, 412]","[145, 166, 81, 388]","[147, 164, 82, 387]","[89, 222, 36, 433]","[96, 214, 56, 413]","[158, 152, 87, 382]","[110, 200, 56, 413]","[95, 215, 43, 426]","[110, 200, 57, 412]"
3,0.001,"[157, 153, 81, 389]","[156, 155, 74, 395]","[126, 185, 72, 397]","[115, 196, 63, 406]","[101, 210, 46, 423]","[111, 199, 65, 404]","[128, 182, 69, 400]","[132, 178, 76, 393]","[104, 206, 57, 412]","[122, 188, 63, 406]"
4,0.002,"[154, 156, 80, 390]","[144, 167, 71, 398]","[131, 180, 75, 394]","[111, 200, 61, 408]","[149, 162, 74, 395]","[122, 188, 78, 391]","[101, 209, 46, 423]","[121, 189, 61, 408]","[104, 206, 49, 420]","[154, 156, 82, 387]"
5,0.003,"[119, 191, 59, 411]","[141, 170, 65, 404]","[140, 171, 79, 390]","[113, 198, 63, 406]","[147, 164, 72, 397]","[114, 196, 72, 397]","[109, 201, 50, 419]","[123, 187, 55, 414]","[114, 196, 57, 412]","[86, 224, 38, 431]"
6,0.004,"[93, 217, 51, 419]","[135, 176, 68, 401]","[113, 198, 72, 397]","[111, 200, 55, 414]","[147, 164, 84, 385]","[120, 190, 74, 395]","[111, 199, 56, 413]","[126, 184, 57, 412]","[119, 191, 56, 413]","[163, 147, 90, 379]"
7,0.005,"[103, 207, 60, 410]","[107, 204, 56, 413]","[122, 189, 67, 402]","[81, 230, 42, 427]","[105, 206, 62, 407]","[124, 186, 74, 395]","[99, 211, 51, 418]","[86, 224, 56, 413]","[99, 211, 46, 423]","[143, 167, 74, 395]"
8,0.01,"[105, 205, 46, 424]","[94, 217, 37, 432]","[83, 228, 42, 427]","[76, 235, 44, 425]","[113, 198, 66, 403]","[109, 201, 68, 401]","[93, 217, 47, 422]","[66, 244, 36, 433]","[99, 211, 46, 423]","[110, 200, 60, 409]"
