,Alpha,Confusion Matrix
0,0.0001,"[173, 137, 94, 376]"
1,0.0005,"[178, 132, 91, 379]"
2,0.0008,"[155, 155, 77, 393]"
3,0.001,"[152, 158, 74, 396]"
4,0.002,"[145, 165, 69, 401]"
5,0.003,"[146, 164, 69, 401]"
6,0.004,"[146, 164, 67, 403]"
7,0.005,"[141, 169, 64, 406]"
8,0.01,"[135, 175, 58, 412]"
