,Alpha,Confusion Matrix
0,0.0001,"[105, 206, 46, 423]"
1,0.0005,"[148, 163, 79, 390]"
2,0.0008,"[143, 168, 67, 402]"
3,0.001,"[143, 168, 68, 401]"
4,0.002,"[129, 182, 69, 400]"
5,0.003,"[127, 184, 52, 417]"
6,0.004,"[114, 197, 68, 401]"
7,0.005,"[112, 199, 56, 413]"
8,0.01,"[93, 218, 39, 430]"
