,Alpha,Confusion Matrix
0,0.0001,"[86, 224, 53, 416]"
1,0.0005,"[110, 200, 63, 406]"
2,0.0008,"[102, 208, 53, 416]"
3,0.001,"[110, 200, 59, 410]"
4,0.002,"[122, 188, 70, 399]"
5,0.003,"[113, 197, 73, 396]"
6,0.004,"[110, 200, 67, 402]"
7,0.005,"[106, 204, 67, 402]"
8,0.01,"[85, 225, 50, 419]"
