,Neighbors,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,12,50,"[968, 88, 266, 127]","[973, 83, 302, 91]","[967, 89, 264, 129]","[949, 107, 290, 103]","[989, 67, 287, 106]","[964, 92, 271, 122]","[942, 114, 279, 114]","[975, 81, 278, 115]","[957, 99, 290, 103]","[962, 94, 283, 109]"
1,12,100,"[966, 90, 267, 126]","[971, 85, 301, 92]","[966, 90, 263, 130]","[955, 101, 287, 106]","[987, 69, 287, 106]","[962, 94, 268, 125]","[945, 111, 283, 110]","[972, 84, 278, 115]","[962, 94, 290, 103]","[962, 94, 281, 111]"
2,12,150,"[967, 89, 268, 125]","[975, 81, 300, 93]","[968, 88, 260, 133]","[957, 99, 287, 106]","[989, 67, 288, 105]","[964, 92, 271, 122]","[946, 110, 283, 110]","[971, 85, 281, 112]","[963, 93, 292, 101]","[961, 95, 281, 111]"
3,14,50,"[973, 83, 268, 125]","[976, 80, 305, 88]","[969, 87, 264, 129]","[957, 99, 295, 98]","[990, 66, 287, 106]","[968, 88, 268, 125]","[950, 106, 284, 109]","[975, 81, 278, 115]","[965, 91, 291, 102]","[960, 96, 284, 108]"
4,14,100,"[976, 80, 269, 124]","[978, 78, 301, 92]","[973, 83, 263, 130]","[960, 96, 295, 98]","[989, 67, 286, 107]","[966, 90, 265, 128]","[949, 107, 283, 110]","[974, 82, 279, 114]","[965, 91, 293, 100]","[963, 93, 285, 107]"
5,14,150,"[974, 82, 268, 125]","[978, 78, 300, 93]","[970, 86, 260, 133]","[958, 98, 292, 101]","[989, 67, 287, 106]","[968, 88, 267, 126]","[950, 106, 282, 111]","[972, 84, 279, 114]","[965, 91, 293, 100]","[963, 93, 285, 107]"
6,16,50,"[981, 75, 271, 122]","[976, 80, 304, 89]","[968, 88, 265, 128]","[963, 93, 297, 96]","[996, 60, 291, 102]","[965, 91, 267, 126]","[954, 102, 285, 108]","[972, 84, 281, 112]","[965, 91, 290, 103]","[958, 98, 289, 103]"
7,16,100,"[980, 76, 272, 121]","[977, 79, 305, 88]","[970, 86, 269, 124]","[967, 89, 295, 98]","[990, 66, 290, 103]","[967, 89, 268, 125]","[953, 103, 285, 108]","[976, 80, 280, 113]","[968, 88, 294, 99]","[962, 94, 287, 105]"
8,16,150,"[980, 76, 272, 121]","[978, 78, 306, 87]","[970, 86, 267, 126]","[965, 91, 294, 99]","[990, 66, 291, 102]","[968, 88, 269, 124]","[956, 100, 286, 107]","[974, 82, 280, 113]","[968, 88, 290, 103]","[965, 91, 290, 102]"
