,Alpha,Confusion Matrix
0,0.0001,"[84, 227, 43, 426]"
1,0.0005,"[105, 206, 56, 413]"
2,0.0008,"[147, 164, 82, 387]"
3,0.001,"[115, 196, 63, 406]"
4,0.002,"[111, 200, 61, 408]"
5,0.003,"[113, 198, 63, 406]"
6,0.004,"[111, 200, 55, 414]"
7,0.005,"[81, 230, 42, 427]"
8,0.01,"[76, 235, 44, 425]"
