,Alpha,Confusion Matrix
0,0.0001,"[104, 207, 55, 414]"
1,0.0005,"[131, 180, 69, 400]"
2,0.0008,"[145, 166, 81, 388]"
3,0.001,"[126, 185, 72, 397]"
4,0.002,"[131, 180, 75, 394]"
5,0.003,"[140, 171, 79, 390]"
6,0.004,"[113, 198, 72, 397]"
7,0.005,"[122, 189, 67, 402]"
8,0.01,"[83, 228, 42, 427]"
