,Neighbors,Estimators,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
0,16,50,"[133, 177, 93, 377]","[152, 159, 83, 386]","[158, 153, 89, 380]","[146, 165, 114, 355]","[145, 166, 94, 375]","[150, 160, 89, 380]","[137, 173, 101, 368]","[142, 168, 89, 380]","[153, 157, 104, 365]","[153, 157, 102, 367]"
1,16,100,"[134, 176, 93, 377]","[151, 160, 84, 385]","[158, 153, 87, 382]","[144, 167, 111, 358]","[147, 164, 92, 377]","[150, 160, 91, 378]","[133, 177, 95, 374]","[145, 165, 89, 380]","[153, 157, 104, 365]","[154, 156, 102, 367]"
2,16,150,"[137, 173, 94, 376]","[153, 158, 80, 389]","[160, 151, 83, 386]","[145, 166, 111, 358]","[148, 163, 94, 375]","[152, 158, 90, 379]","[132, 178, 96, 373]","[149, 161, 86, 383]","[154, 156, 103, 366]","[153, 157, 104, 365]"
