,Alpha,Confusion Matrix
0,0.0001,"[122, 189, 65, 404]"
1,0.0005,"[145, 166, 73, 396]"
2,0.0008,"[166, 145, 90, 379]"
3,0.001,"[163, 148, 87, 382]"
4,0.002,"[139, 172, 70, 399]"
5,0.003,"[142, 169, 69, 400]"
6,0.004,"[146, 165, 74, 395]"
7,0.005,"[146, 165, 75, 394]"
8,0.01,"[143, 168, 72, 397]"
